시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,점포구분명
군포시,(주)이마트에브리데이 당동점,2017-03-27,,1,정상영업,,031-451-5200,1498,435-011,경기도 군포시 군포로 502 (당동),경기도 군포시 군포1동 784번지 5호,435-815,37.3509871087,126.9451695615,구분없음,195068.379230476    ,427673.238824229    ,준대규모점포
군포시,트레이더스 홀세일 클럽 군포점,2017-08-08,,1,정상영업,,031-361-3456,11524,15874,경기도 군포시 삼성로 74 (부곡동),경기도 군포시 부곡동 1227번지 1호,15874,37.3401656582,126.9346146370,대형마트,194143.227537911    ,426457.360631877    ,대규모점포
군포시,홈플러스(주)익스프레스 군포부곡점,2010-01-01,,1,정상영업,,031-462-8545,265,15880,"경기도 군포시 번영로28번길 37-12, 거성프라자1 1층 (부곡동)",경기도 군포시 부곡동 1120번지 1호 거성프라자1,15880,37.3248532927,126.9445716752,구분없음,195013.499293229    ,424754.17773732     ,준대규모점포
군포시,(주)이마트 산본점,2011-05-17,,1,정상영업,,031-450-1053,12198,435-040,경기도 군포시 산본로 347 (산본동),경기도 군포시 산본동 1123번지,435-040,37.3610893514,126.9314200305,대형마트,193861.874466854    ,428787.505318045    ,대규모점포
군포시,롯데쇼핑(주)롯데슈퍼 산본2동점,2017-04-18,,1,정상영업,,031-393-5601,265.5,435-849,경기도 군포시 고산로677번길 40 (산본동),경기도 군포시 산본동 1066번지 2호,435-849,37.3728394887,126.9306311131,구분없음,193780.003004765    ,430085.434546529    ,준대규모점포
군포시,홈플러스(주)익스프레스 군포오금점,2012-01-01,,1,정상영업,,031-393-8545,291,15869,"경기도 군포시 번영로 405, 가야아파트 종합상가 지하1층 1호 (산본동)",경기도 군포시 산본동 1155번지 1호 가야아파트 종합상가,15869,37.3518466195,126.9250764212,구분없음,193281.319905552    ,427757.706149318    ,준대규모점포
군포시,홈플러스(주)익스프레스 산본점,2011-08-11,,1,정상영업,,02-3459-8000,397,435-849,경기도 군포시 고산로 691 (산본동),경기도 군포시 산본동 1060번지 2호,435-040,37.3717868808,126.9348065761,구분없음,194154.953449054    ,429969.442251446    ,준대규모점포
김포시,이마트 김포한강점,2014-05-12,,1,정상영업,,031-996-8434,12339.22,415-080,경기도 김포시 김포한강7로 71 (구래동),경기도 김포시 구래동 6880번지 9호,415-080,37.6443463969,126.6282980439,대형마트,167119.660833957    ,460295.332269763    ,대규모점포
김포시,현대프리미엄아울렛 김포점,2015-02-09,,1,정상영업,,070-7204-4920,38726.6,415-816,경기도 김포시 고촌읍 아라육로152번길  100,경기도 김포시 고촌읍 전호리 654번지,415-816,37.5972979801,126.7852858447,쇼핑센터,180999.482133785    ,455254.138222429    ,대규모점포
김포시,김포농협 농수축산물판매장,20190305,,1,정상영업,,031-984-2811,7183.43,10096,"경기도 김포시 홍도평로 20, 김포농협 농수축산물판매장 (걸포동)",경기도 김포시 걸포동 1440번지,10096,37.6315758,126.7127767,대형마트,174581.060077024    ,458852.437693855    ,대규모점포
김포시,트레이더스 홀세일클럽 김포점,2016-07-13,,1,정상영업,,031-8048-5652,15477.73,10113,경기도 김포시 김포대로 715(풍무동),경기도 김포시 풍무동 884 트레이더스 김포점,10113,37.6124589133,126.7308914973,대형마트,176161.639045124    ,456729.11026583     ,대규모점포
김포시,홈플러스(주) 김포풍무점,2007-02-20,,1,정상영업,,031 999 0000,14125.61,415-070,경기도 김포시 풍무로 167 (풍무동),경기도 김포시 풍무동 38번지 1호 외4필지,415-070,37.6099629669,126.7241192870,대형마트,175533.126928566    ,456437.773530883    ,대규모점포
김포시,(주)지에스리테일 GS수퍼 김포사우점,2012-02-06,,1,정상영업,,983-1691,1988.24,415-040,경기도 김포시 돌문로 43 (사우동),경기도 김포시 사우동 237번지 2호 외 2필지,415-040,37.6188535203,126.7178174040,구분없음,175023.331033541    ,457434.64458019     ,준대규모점포
김포시,GS THE FRESH 김포구래점,2024-07-02,,1,정상영업,,,236.66,10063,"경기도 김포시 김포한강4로420번길 88, 슈퍼스타타워 101호, 102호, 113호, 114호, 115호 (구래동)",경기도 김포시 구래동 6874-23,10063,37.6506554439,126.6331667826,구분없음,167542.995851124    ,460979.452892696    ,준대규모점포
김포시,롯데프레시 김포구래가맹점,20210520,,1,정상영업,,031)982-6766,188.52,10071,"경기도 김포시 김포한강10로133번길 142, B동 104호 (구래동)",경기도 김포시 구래동 6871-33,10071,37.6445245819,126.6195226475,구분없음,,,준대규모점포
김포시,홈플러스(주)익스프레스 북변점,2012-02-07,,1,정상영업,,031-989-8549,163,415-030,경기도 김포시 사우중로 77 (북변동),경기도 김포시 북변동 824번지,415-030,37.6216283365,126.7203492778,구분없음,175242.244211209    ,457735.002549407    ,준대규모점포
김포시,롯데쇼핑(주) 롯데마트 김포한강점,20140926,,1,정상영업,,02-2145-8487,11900.82,415060,경기도 김포시 김포한강2로 41 (장기동),경기도 김포시 장기동 2031번지,415060,37.6404124,126.6774947,대형마트,171471.604963288    ,459839.83969575     ,대규모점포
김포시,롯데쇼핑(주) 롯데마트 김포한강점,2017-12-21,,1,정상영업,,031-8049-2500,11900.82,415-060,경기도 김포시 김포한강2로 41-0 (장기동),경기도 김포시 장기동 2031번지 e편한세상캐널시티,10090,37.6405530739,126.6774205372,대형마트,171471.604963288    ,459839.83969575     ,대규모점포
김포시,(주)이마트에브리데이 걸포동점,20120628,,1,정상영업,,031-983-9854,312,415020,경기도 김포시 걸포2로 9 (걸포동),경기도 김포시 걸포동 1563번지 2호,415020,37.6321402110,126.7058462819,구분없음,173967.515912723    ,458904.997740507    ,준대규모점포
김포시,(주)지에스리테일 GS수퍼 김포감정점,2012-01-11,,1,정상영업,,996-5443,642,415-010,경기도  봉화로181번길 31-20,경기도 김포시 감정동 676번지,415-010,37.6264662247,126.6998211873,구분없음,173440.919786368    ,458231.526224764    ,준대규모점포
김포시,홈플러스 주식회사 김포점,2001-08-01,,1,정상영업,,031 999 8000,12971,415-010,경기도 김포시 중봉로 14 (감정동),경기도 김포시 감정동 692번지,415-010,37.6238441903,126.6986141136,대형마트,173328.23709684     ,457991.128265107    ,대규모점포
김포시,현대프리미엄아울렛 김포점 별관,2018-05-23,,1,정상영업,,031-8048-2621,11812.8,10135,경기도 김포시 고촌읍 아라육로152번길 97,경기도 김포시 고촌읍 전호리 668번지,10135,37.5979115560,126.7839092793,쇼핑센터,180850.069343035    ,455088.56165281     ,대규모점포
남양주시,(주)이마트 남양주점,2005-11-15,,1,정상영업,,031 590 1234,10925.67,472-120,경기도 남양주시 늘을2로 27 (호평동),경기도 남양주시 호평동 637번지,472-120,37.6550117034,127.2430819510,그 밖의 대규모점포,221378.987723763    ,461433.576798678    ,대규모점포
남양주시,롯데쇼핑(주)롯데마트 마석점,2010-11-12,,1,정상영업,,031-748-2500,8090.9,472-846,경기도 남양주시 화도읍 경춘로 1992,경기도 남양주시 화도읍 마석우리 255번지 24호,472-845,37.6501439044,127.3093021446,대형마트,227234.544976879    ,460930.696005881    ,대규모점포
남양주시,한성몰 남양주점,20210617,,1,정상영업,,02-2211-1311,9057.85,12171,경기도 남양주시 화도읍 경춘로 1725,경기도 남양주시 화도읍 묵현리 368-2,12171,37.6565494565,127.2815890317,전문점,224788.908585668    ,461612.798454074    ,대규모점포
남양주시,현대프리미엄아울렛 SPACE1,2020-02-21,,1,정상영업,,02-3416-5861,53672.64,12248,"경기도 남양주시 다산순환로 50, 다산진건 자족시설용지 1BL 판매시설 (다산동)",경기도 남양주시 다산동 6141번지 다산진건 자족시설용지 1BL 판매시설,12248,37.6161029057,127.1524431285,쇼핑센터,213414.26557821     ,457095.530042213    ,대규모점포
남양주시,주식회사 이마트 진접점,2010-06-01,,1,정상영업,,031-522-1234,10148.33,12073,"경기도 남양주시 진접읍 금강로유연들1길 154, 진접이마트",경기도 남양주시 진접읍 연평리 101번지 14호 진접이마트,12073,37.7087987497,127.1819957899,복합쇼핑몰,215971.923346848    ,467391.99875644     ,대규모점포
남양주시,(주)이마트 다산점,2008-03-28,,1,정상영업,,031-579-1052,10760,12256,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",경기도 남양주시 다산동 4001번지 29호,,,,복합쇼핑몰,213941.170509698    ,456267.182532575    ,대규모점포
남양주시,이마트 별내점,2012-07-30,,1,정상영업,,031-550-1252,9833.49,12113,"경기도 남양주시 순화궁로 167, 이마트 (별내동)",경기도 남양주시 별내동 989번지 이마트,12113,37.6428458126,127.1259418895,대형마트,211047.543226491    ,460054.746656557    ,대규모점포
남양주시,홈플러스(주)남양주진접점,2009-11-26,,1,정상영업,,031 570 8000,9041,,경기도 남양주시 진접읍 금강로 1447,경기도 남양주시 진접읍 장현리 216번지 1호,472-865,37.7217504701,127.1886011674,그 밖의 대규모점포,216587.285919176    ,468805.572134094    ,대규모점포
남양주시,롯데쇼핑(주)롯데마트덕소점,2005-03-24,,1,정상영업,,031 579 7700,0,472-901,경기도 남양주시 와부읍 월문천로 33,경기도 남양주시 와부읍 덕소리 501-3호,12211,37.5846939717,127.2140227766,복합쇼핑몰,218882.001813215    ,453620.325834171    ,대규모점포
동두천시,홈플러스(주)익스프레스동두천지행점,2012-04-30,,1,정상영업,,0318668545,199.9,483-020,경기도 동두천시 지행로 50 (지행동),"경기도 동두천시 지행동 718번지 2호 성지에스엔비타워 103,104호",483-020,37.8920935484,127.0526012919,구분없음,204557.102323171    ,487718.114551363    ,준대규모점포
동두천시,동두천농협하나로마트,2010-12-20,,1,정상영업,,031-861-3300,3713.88,,경기도 동두천시 중앙로 207 (생연동),경기도 동두천시 생연동 698번지 11호,483-030,37.8999697271,127.0522920075,대형마트,204525.719674795    ,488583.056118126    ,대규모점포
동두천시,롯데쇼핑(주) 롯데마트 동두천점,2009-10-15,,1,정상영업,,0318302521,8798.06,483-010,경기도 동두천시 평화로2169번길 21 (송내동),경기도 동두천시 송내동 551번지,483-010,37.8808927551,127.0532262574,대형마트,204589.217640042    ,486451.318446758    ,대규모점포
부천시,(주)세이브존아이앤씨부천상동점,2010-12-10,,1,정상영업,,623-9000,7769.7,420-747,경기도 부천시 원미구 길주로 105 (상동),"경기도 부천시 원미구 상3동 535번지 5, 6, 7호",420-747,37.5064035555,126.7541454230,그 밖의 대규모점포,178164.089422238    ,444938.813535045    ,대규모점포
부천시,그레이스쇼핑,1990-06-15,,1,정상영업,,032 6678811,16,422-712,"경기도 부천시 소사구 경인로 231 (심곡본동, 아이쇼핑)",경기도 부천시 소사구심곡본동 호 545,14709,37.4834969118,126.7812249384,쇼핑센터,,,대규모점포
부천시,홈플러스(주)익스프레스중동3점,2011-10-17,,1,정상영업,,,369.9,,경기도 부천시 원미구 중동로 143 (중동),경기도 부천시 원미구 중동 771번지,420-844,37.4927267022,126.7665551300,구분없음,179285.803731872    ,443417.055705567    ,준대규모점포
부천시,로얄쇼핑,2009-12-29,,1,정상영업,,02-3147-2981,4423,,경기도 부천시 원미구 부천로 7 (심곡동),경기도 부천시 원미구 심곡2동 174번지 1호,420-823,37.4850706031,126.7821034308,쇼핑센터,180657.771489919    ,442562.696376175    ,대규모점포
부천시,(주)현대백화점 중동점,2003-08-07,,1,정상영업,,032-623-3013,51416.9,,경기도 부천시 원미구 길주로 180 (중동),경기도 부천시 원미구중동 1164호,14546,37.5043171668,126.7620745903,백화점,178901.991280584    ,444701.557193       ,대규모점포
부천시,(주)이마트중동점,2010-04-14,,1,정상영업,,032-718-1053,12833.18,,경기도 부천시 원미구 석천로 188 (중동),경기도 부천시 원미구 중1동 1157번지,420-021,37.5040675095,126.7639551478,복합쇼핑몰,179059.890468202    ,444675.160533494    ,대규모점포
부천시,홈플러스(주)익스프레스도당점,2012-04-10,,1,정상영업,,032-676-8545,618.2,,경기도 부천시 원미구 삼작로 294 (도당동),경기도 부천시 원미구 도당동 131번지 1호,420-804,37.5199269664,126.7942740756,구분없음,181736.191478895    ,446426.72538445     ,준대규모점포
부천시,홈플러스 주식회사 부천여월점,2008-10-10,,1,정상영업,,680-8000,16035.41,,경기도 부천시 오정구 소사로 663 (여월동),경기도 부천시 오정구 여월동 301번지,421-220,37.5158292022,126.8024259921,대형마트,182455.521209906    ,445978.59662723     ,대규모점포
부천시,고강제일시장,1990-07-13,,1,정상영업,,032 6783078,1800.4,,경기도 부천시 오정구  고강로92번길  41 (고강동),경기도 부천시 오정구 고강동 318번지 318,14416,37.5282336617,126.8150766697,그 밖의 대규모점포,183533.515420499    ,447374.974841422    ,대규모점포
부천시,홈플러스(주)익스프레스부천중동4점,2012-04-10,,1,정상영업,,032-3222-8562,218.01,,경기도 부천시 원미구 길주로 219 (중동),경기도 부천시 원미구 중4동 1034번지 4호,420-848,37.5047701515,126.7667880544,구분없음,179310.387407428    ,444754.845185643    ,준대규모점포
부천시,홈플러스(주)익스프레스 부천역곡점,2012-03-12,,1,정상영업,,032-8744-6597,491.4,,경기도 부천시 원미구 지봉로 53 (역곡동),경기도 부천시 원미구 역곡동 33번지 5호,420-101,37.4866064377,126.8053107143,복합쇼핑몰,182713.24757763     ,442732.134102228    ,준대규모점포
부천시,롯데쇼핑(주)  중동점,1996-10-28,,1,정상영업,,3207114,43832.05,,경기도 부천시 원미구 길주로 300 (중동),경기도 부천시 원미구중동 1140호,14548,37.5025517408,126.7753741701,백화점,180053.344972882    ,444507.865626959    ,대규모점포
부천시,홈플러스(주) 부천소사점,2005-02-28,,1,정상영업,,032 650 8124,17585.32,14676,"경기도 부천시 소사구 경인로 532, HOME PLUS 소사점 (괴안동)",경기도 부천시 소사구 괴안동 129-1 HOME PLUS 소사점,14676,37.4848563612,126.8143191556,대형마트,183505.044366024    ,442533.953044508    ,대규모점포
부천시,광성상가,1994-02-19,,1,정상영업,,032 6845767,3893.2,420-858,경기도 부천시 원미구 옥산로138번길 30 (춘의동),경기도 부천시 원미구춘의동 127번지 5   호,14527,37.5055031307,126.7819304398,그 밖의 대규모점포,,,대규모점포
부천시,홈플러스(주)익스프레스중동점,2012-04-10,,1,정상영업,,032-666-8542,318.1,420-851,"경기도 부천시 원미구 신흥로 170, 1층 (중동, 위브더스테이트아파트)",경기도 부천시 원미구 중2동 1110번지 위브더스테이트아파트 1층,420-776,37.4989525137,126.7778525813,구분없음,180285.454116153    ,444119.216095977    ,준대규모점포
부천시,(주)지에스리테일부천약대점,2011-10-06,,1,정상영업,,032-710-2500,447.05,,경기도 부천시 원미구 수도로 48 (약대동),경기도 부천시 원미구 약대동 122번지,420-140,37.5136421341,126.7716007931,구분없음,179738.276762878    ,445738.07019903     ,준대규모점포
부천시,홈플러스(주)익스프레스부천상동점,2012-04-10,,1,정상영업,,032-327-8536,218.7,420-814,경기도 부천시 원미구 상일로 100 (상동),경기도 부천시 원미구 상1동 401번지 1호,420-814,37.4913000839,126.7532096933,구분없음,178104.816341839    ,443262.007187175    ,준대규모점포
부천시,투나,2007-04-17,,1,정상영업,,032-250-5000,45275.97,,"경기도 부천시 원미구 부일로 223 (상동,투나)",경기도 부천시 원미구상동 461번지 투나,420-713,37.4888795916,126.7552924952,쇼핑센터,178293.171843054    ,442988.573692305    ,대규모점포
부천시,롯데슈퍼 소사점,2012-04-02,,1,정상영업,,032-344-7000,874.5,422-810,경기도 부천시 소사구 은성로 82 (소사본동),"경기도 부천시 소사구 소사본3동 197번지 2,4,5호",422-810,37.4750085379,126.7996276186,구분없음,182167.856024103    ,441454.978882441    ,준대규모점포
부천시,스타필드시티 부천점,2019-05-02,,1,정상영업,,02-380-9843,47606.26,,경기도 부천시 소사구 옥길로 1,경기도 부천시 소사구 옥길동 768번지,14789,37.4614460303,126.8139450028,복합쇼핑몰,183469.36769705     ,439944.223220165    ,대규모점포
부천시,뉴코아부천점,2009-09-23,,1,정상영업,,624-8119,25023.5,14545,"경기도 부천시 원미구 송내대로 239, 소풍(부천터미널) (상동)",경기도 부천시 원미구 상동 539-1 소풍(부천터미널),14545,37.5041752477,126.7566905848,쇼핑센터,178411.442079953    ,444684.405331659    ,대규모점포
부천시,부천터미널 소풍,2007-10-18,,1,정상영업,,032-624-6100,67922.98,,경기도 부천시 원미구 송내대로 239 (상동),경기도 부천시 원미구상동 539번지 1호,14545,37.5041752477,126.7566905848,쇼핑센터,178411.442079953    ,444684.405331659    ,
부천시,롯데슈퍼 중동점,2012-04-02,,1,정상영업,,032-621-7400,479.3,420-776,경기도 부천시 원미구 신흥로 190-1 (중동),경기도 부천시 원미구 중2동 1107번지 위브더스테이트아파트,420-777,37.5014224074,126.7778853607,구분없음,180295.412235987    ,444337.383690366    ,준대규모점포
부천시,홈플러스(주)익스프레스부천중동2점,2012-04-10,,1,정상영업,,,219.24,420-852,경기도 부천시 원미구 중동로248번길 52 (중동),경기도 부천시 원미구 중1동 1145번지 2호,420-021,37.5011857135,126.7716313138,복합쇼핑몰,179736.598525824    ,444356.066748781    ,준대규모점포
부천시,홈플러스(주)익스프레스오정점,2011-10-17,,1,정상영업,,0326718517,298.8,,경기도 부천시 오정구 오정로 246 (오정동),경기도 부천시 오정구 오정동 543번지 1호,421-815,37.5293337946,126.7862404361,구분없음,181035.428057858    ,447474.658169397    ,준대규모점포
부천시,GS THE FRESH 부천범박점,2023-09-22,,1,정상영업,,000-000-0000,288.32,14783,"경기도 부천시 소사구 양지로 88, 보광빌딩 1층 (범박동)",경기도 부천시 소사구 범박동 210-1 보광빌딩,14783,37.4730932241,126.8126850143,구분없음,183358.662578028    ,441230.476103089    ,준대규모점포
부천시,부천역사쇼핑몰,2007-07-09,,1,정상영업,,032 6564111,24748.62,,경기도 부천시 소사구 부천로 1 (심곡본동),경기도 부천시 소사구심곡본동 316번지 2호,14637,37.4840373391,126.7826449277,쇼핑센터,180724.703317877    ,442449.069631369    ,대규모점포
부천시,(주)현대백화점 중동점,2003-09-02,,1,정상영업,,032-623-3013,28884.18,,경기도 부천시 원미구 길주로 180 (중동),경기도 부천시 원미구중동 1164번지,14546,37.5043171668,126.7620745903,백화점,178901.991280584    ,444701.557193       ,대규모점포
성남시,지에스 더 프레시 이매역점,2023-11-08,,1,정상영업,,02-2006-2678,264,13567,"경기도 성남시 분당구 이매로 45, 이수프라자 (이매동)",경기도 성남시 분당구 이매동 115-2 이수프라자,13567,37.3949809993,127.1258892261,그 밖의 대규모점포,211075.414504468    ,432554.577507596    ,준대규모점포
성남시,NC백화점 야탑점,1995-09-04,,1,정상영업,,031-780-3502,25663.32,13497,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, NC백화점)",경기도 성남시 분당구 야탑동 산 357번지 1호,13497,37.4109403922,127.1274822762,백화점,211200.046775342    ,434263.681539619    ,대규모점포
성남시,신흥시장,19770707,,1,정상영업,,0342 7425564,,,경기도 성남시 수정구 수정로214번길 6 (신흥동),경기도 성남시수정구 신흥동 3436번지 10  호   ,13346,37.4438851,127.1433452,그 밖의 대규모점포,,,
성남시,홈플러스(주) 분당오리점,2009-03-12,,1,정상영업,,031-884-2080,8854,13636,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159호,13636,37.3403224727,127.1068217377,대형마트,209409.160207927    ,426451.358939753    ,대규모점포
성남시,롯데마트 판교점,2013-01-15,,1,정상영업,,02-2145-8000,6214.88,,경기도 성남시 분당구 대왕판교로606번길 58 (삼평동),경기도 성남시 분당구 삼평동 741번지,463-400,37.3954464194,127.1136515168,대형마트,209993.600292929    ,432609.081811328    ,대규모점포
성남시,킴스클럽성남점,19950904,,1,정상영업,,0342 7803501,,,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시분당구 야탑동 357번지 1   호   ,13497,37.4103317,127.1272432,백화점,,,
성남시,금광시장,19910205,,1,정상영업,,0342 7311520,,,경기도 성남시 중원구 산성대로426번길 5 (금광동),경기도 성남시중원구 금광동 4622호   ,13170,37.4501352,127.1598681,그 밖의 대규모점포,214080.168412906    ,438684.633822257    ,
성남시,(주)이마트 성남점,2010-08-31,,1,정상영업,,031-8023-1200,14172.39,,경기도 성남시 수정구 수정로 201 (태평동),경기도 성남시 수정구 태평4동 7336번지,461-826,37.4442981490,127.1413917241,쇼핑센터,212442.882832125    ,438023.009514472    ,대규모점포
성남시,제일시장,19710116,,1,정상영업,,03427580 809,,,,경기도 성남시수정구 수진동 6042호   ,,,,그 밖의 대규모점포,,,
성남시,롯데쇼핑(주)롯데슈퍼수진점(Mareket999),20110923,,1,정상영업,,031-752-5601,96.9,,,경기도 성남시 수정구 수진2동 4518번지,461182,37.4341879,127.1295199,구분없음,211397.775721844    ,436910.314909932    ,준대규모점포
성남시,롯데백화점 분당점,19990326,,1,정상영업,,031-738-2500,22347.85,13595,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점)",경기도 성남시 분당구 수내동 14번지,13595,37.3784486591,127.1143373691,백화점,210053.033510874    ,430715.591035213    ,대규모점포
성남시,코코프라자 시장,19941202,,1,정상영업,,031-707-7315,3995.75,,경기도 성남시 분당구 서현로210번길 20 (서현동),경기도 성남시 분당구 서현동 248번지 5호,463050,37.3858636,127.1240750,시장,210921.448431351    ,431547.599479153    ,
성남시,미래타운 제1종합시장,19941202,,1,정상영업,,031-701-7007,4237.13,,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시 분당구 서현동 307번지,463050,37.3731173,127.1379296,시장,212152.341107485    ,430133.858908997    ,
성남시,코끼리상가,19961220,,1,정상영업,,031 7140212,4128.21,,경기도 성남시 분당구 내정로166번길 7-6 (수내동),경기도 성남시분당구 수내동 56호,13599,37.3727573,127.1206558,시장,210620.844064672    ,430091.101912817    ,
성남시,동신종합시장,19930714,,1,정상영업,,031-711-8628,5931.95,,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시 분당구 수내동 63번지 2호,463020,37.3705296,127.1228763,시장,210818.818495558    ,429844.390589942    ,
성남시,롯데프레시 분당이매점,2010-08-24,,1,정상영업,,031-707-5602,300.2,,경기도 성남시 분당구 양현로94번길 15 (이매동),경기도 성남시 분당구 이매동 120번지 4호,463-060,37.3914204339,127.1258504357,구분없음,211079.124182939    ,432158.013981543    ,준대규모점포
성남시,홈플러스(주) 익스프레스 분당동판교점,2012-04-27,,1,정상영업,,031-8016-8543,482.5,,"경기도 성남시 분당구 동판교로 59, B101호 (백현동)",경기도 성남시 분당구 백현동 551번지   B101호,463-420,37.3883301118,127.1150549280,구분없음,210115.085178947    ,431815.870958616    ,준대규모점포
성남시,니즈,20051201,,1,정상영업,,031  7291000,11615.33,,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시중원구 성남동 3499호,13365,37.4313045,127.1297071,그 밖의 대규모점포,211415.246751948    ,436591.639138549    ,
성남시,롯데쇼핑(주)롯데슈퍼분당서현점,2011-09-23,,1,정상영업,,781-5601,915.7,,"경기도 성남시 분당구 중앙공원로40번길 42, 49동 지층2호호 (서현동,우성종합상가)",경기도 성남시 분당구 서현동 94번지 3호 우성종합상가  49동 지층2호호,463-050,37.3781816137,127.1323770093,구분없음,211634.947468641    ,430700.43371996     ,준대규모점포
성남시,성남중앙지하시장,19950906,,1,정상영업,,0342 7216111,,,,경기도 성남시수정구 신흥동 2467호 외 10필지  ,,,,그 밖의 대규모점포,213244.090085184    ,437927.010144634    ,
성남시,AK PLAZA 분당점,1997-10-06,,1,정상영업,,031-779-3500,36532.47,13591,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)",경기도 성남시 분당구 서현동 263번지,13591,37.3851007981,127.1227076252,복합쇼핑몰,210853.833466798    ,431447.85813153     ,대규모점포
성남시,세이브존 성남점,2005-09-20,,1,정상영업,,031-737-8603,13715.2,,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시수정구 신흥동 2463번지 5호,13272,37.4439105927,127.1534899028,복합쇼핑몰,213499.485770645    ,437994.885930918    ,대규모점포
성남시,현대시장,19741211,,1,정상영업,,0342 7532828,,,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시수정구 태평동 3683호   ,13305,37.4416366,127.1319054,그 밖의 대규모점포,211608.748314134    ,437736.403897525    ,
성남시,야탑에이스코아시장,19970829,,1,정상영업,,0342 7028170,,,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시분당구 야탑동 502호   ,13520,37.4093872,127.1257394,그 밖의 대규모점포,211065.544875713    ,434158.249686234    ,
성남시,분당종합시장,19961019,,1,정상영업,,031-716-9814,4017.97,,,경기도 성남시 분당구 수내동,463020,,,시장,,,
성남시,홈플러스(주) 익스프레스 서현점,2013-06-14,,1,정상영업,,031-781-8547,260,,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,463-050,37.3741672907,127.1371854696,구분없음,212079.053383154    ,430243.356013186    ,준대규모점포
성남시,현대시장,19920703,,1,정상영업,,0342 7011240,,,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시분당구 서현동 94호   ,13589,37.3796402,127.1301507,그 밖의 대규모점포,211462.754186616    ,430856.274957711    ,
성남시,뉴코아백화점,20020927,,1,정상영업,,0317803000,25571.68,,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시분당구 야탑동 357-1호,13497,37.4103317,127.1272432,백화점,,,대규모점포
성남시,파미어스몰,2021-04-08,,1,정상영업,,02-6959-7817,19968.31,13449,경기도 성남시 수정구 창업로 17 (시흥동),경기도 성남시 수정구 시흥동 288-2,13449,37.4121143570,127.0978812694,쇼핑센터,208613.865984257    ,434443.112052722    ,대규모점포
성남시,돌고래시장,19961220,,1,정상영업,,031 7120298,1645.47,,경기도 성남시 분당구 내정로174번길 42 (수내동),경기도 성남시분당구 수내동 53호,13599,37.3711972,127.1220758,시장,210747.430620824    ,429920.004320082    ,
성남시,모란시장,1974-10-18,,1,정상영업,,031-751-4214,2077.05,,경기도 성남시 중원구 둔촌대로69번길 8 (성남동),경기도 성남시중원구 성남동 4214호,13377,37.4306354573,127.1274977308,그 밖의 대규모점포,211208.238564181    ,436507.499228018    ,대규모점포
성남시,미래타운제2종합시장,19941202,,1,정상영업,,0342 7048151,,,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시분당구 서현동 311호   ,13587,37.3722872,127.1389103,그 밖의 대규모점포,212239.32415708     ,430042.370736928    ,
성남시,신흥시장,19770707,,1,정상영업,,031-742-5564,2287.6,,경기도 성남시 수정구 수정로214번길 6 (신흥동),경기도 성남시 수정구 신흥3동 3436번지 10호,461812,37.4438851,127.1433452,시장,212618.962432666    ,437990.117763006    ,
성남시,"테마폴리스 지상1,2층",20050527,,1,정상영업,,031-702-5574,7440.61,,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스 지상1,2층)","경기도 성남시분당구 야탑동 341번지 테마폴리스 지상1,2층",463828,37.4130257,127.1272138,그 밖의 대규모점포,211202.148849893    ,434560.911834998    ,대규모점포
성남시,테마폴리스 지하2층점,20050725,,1,정상영업,,031-725-0713,6288.98,,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,13497,37.4130257,127.1272138,그 밖의 대규모점포,211202.148849893    ,434560.911834998    ,대규모점포
성남시,홈플러스(주) 익스프레스 성남금광점,2012-07-18,,1,정상영업,,031-733-8545,280.3,,경기도 성남시 중원구 금상로 61 (금광동),경기도 성남시 중원구 금광1동 146번지,462-241,37.4407731816,127.1626158069,복합쇼핑몰,214321.305489706    ,437636.832477148    ,준대규모점포
성남시,야탑에이스코아시장,19970829,,1,정상영업,,031-702-8170,10030,,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시분당구 야탑동 502호,13520,37.4093872,127.1257394,시장,211065.544875713    ,434158.249686234    ,
