"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"158","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","27.7400","202504","15","6,500","0","10","2000","봉영로 1617","202504~202704","신규","-","",""
"159","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202504","12","1,000","75","5","2017"," ","202505~202605","신규","-","",""
"160","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","30.2400","202504","11","1,000","55","11","2004","영일로 8","202505~202605","신규","-","",""
"161","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202504","10","500","67","11","2017"," ","202505~202605","신규","-","",""
"162","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202504","09","10,737","14","15","2017"," ","202507~202706","갱신","사용","10,700","12"
"163","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202504","09","2,000","70","8","2017"," ","202504~202604","신규","-","",""
"164","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202504","08","1,006","55","7","2017"," ","202504~202706","신규","-","",""
"165","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202504","05","1,000","73","14","2017"," ","202504~202604","신규","-","",""
"166","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202504","03","5,000","60","11","2017"," ","202505~202605","신규","-","",""
"167","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202504","03","2,000","100","8","2017"," ","202504~202604","신규","-","",""
"168","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","31.2100","202504","02","6,500","0","7","2000","봉영로 1617","202504~202604","신규","-","",""
"169","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202504","01","500","45","9","2003","봉영로1759번길 17","202505~202605","신규","-","",""
"170","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202504","01","1,000","80","9","2017"," ","202504~202603","신규","-","",""
"171","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202503","29","13,000","10","14","2017"," ","202505~202705","신규","-","",""
"172","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202503","29","2,000","110","11","2017"," ","202504~202603","신규","-","",""
"173","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202503","27","25,000","0","2","2006","중부대로 604","202506~202706","신규","-","",""
"174","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202503","26","1,000","75","9","2017"," ","202504~202604","신규","-","",""
"175","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202503","22","1,000","80","14","2017"," ","202504~202604","신규","-","",""
"176","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202503","22","1,000","75","15","2017"," ","202504~202604","신규","-","",""
"177","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202503","16","1,000","75","16","2017"," ","202503~202603","신규","-","",""
"178","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202503","12","1,000","75","12","2017"," ","202503~202603","신규","-","",""
"179","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202503","12","1,000","75","17","2017"," ","202503~202603","신규","-","",""
"180","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202503","08","1,000","73","6","2017"," ","202503~202603","신규","-","",""
"181","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202503","07","13,700","0","5","2017"," ","202504~202604","신규","-","",""
"182","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202503","07","13,000","10","15","2017"," ","202504~202704","신규","-","",""
"183","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","31.8600","202503","07","500","55","13","2000","봉영로 1617","202504~202604","신규","-","",""
"184","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","27.7400","202503","05","1,000","50","8","2000","봉영로 1617","202503~202703","신규","-","",""
"185","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202503","05","3,300","100","13","2017"," ","202504~202604","갱신","-","2,000","95"
"186","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202503","01","24,000","0","2","2006","중부대로 604","202504~202704","신규","-","",""
"187","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","28","1,000","70","6","2017"," ","202502~202602","신규","-","",""
"188","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202502","28","7,444","24","12","2017"," ","202412~202703","갱신","-","1,234","60"
"189","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202502","27","2,000","30","3","2003","봉영로1759번길 17","202504~202604","신규","-","",""
"190","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","27","1,000","70","13","2017"," ","202503~202603","신규","-","",""
"191","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","26","1,000","75","15","2017"," ","202502~202602","신규","-","",""
"192","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","26","3,000","64","8","2017"," ","202503~202603","갱신","-","3,000","60"
"193","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","28.2800","202502","26","15,500","0","6","2017"," ","202503~202703","신규","-","",""
"194","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","28.2800","202502","26","14,700","3","6","2017"," ","202503~202703","신규","-","",""
"195","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","25","1,000","73","10","2017"," ","202502~202602","신규","-","",""
"196","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","22","1,000","75","7","2017"," ","202503~202603","신규","-","",""
"197","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","22","500","70","7","2017"," ","202503~202603","신규","-","",""
"198","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202502","22","5,000","50","11","2017"," ","202503~202603","신규","-","",""
"199","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","22","1,000","75","10","2017"," ","202502~202602","신규","-","",""
"200","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202502","21","500","50","8","2000","봉영로 1617","202503~202603","신규","-","",""
"201","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","21","2,000","50","12","2017"," ","202503~202603","갱신","-","4,300","39"
"202","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","21","1,000","70","14","2017"," ","202503~202603","신규","-","",""
"203","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202502","21","500","45","3","2003","봉영로1759번길 17","202502~202702","신규","-","",""
"204","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202502","19","6,300","24","16","2017"," ","202412~202703","갱신","-","100","60"
"205","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","31.0400","202502","19","500","60","11","2004","영일로 8","202502~202602","신규","-","",""
"206","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","19","500","75","8","2017"," ","202502~202602","신규","-","",""
"207","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","18","500","72","19","2017"," ","202503~202603","갱신","사용","500","68"
"208","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","15","3,000","65","18","2017"," ","202503~202603","신규","-","",""
"209","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","15","1,000","63","4","2017"," ","202504~202604","갱신","사용","1,000","60"
"210","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","14","1,000","75","11","2017"," ","202502~202602","신규","-","",""
"211","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","14","500","68","6","2017"," ","202503~202603","신규","-","",""
"212","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","13","500","66","10","2017"," ","202503~202603","신규","-","",""
"213","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","13","1,000","75","4","2017"," ","202502~202602","신규","-","",""
"214","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","13","1,000","75","15","2017"," ","202502~202602","신규","-","",""
"215","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","13","500","75","8","2017"," ","202502~202602","신규","-","",""
"216","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","12","1,000","75","8","2017"," ","202502~202602","신규","-","",""
"217","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","11","3,500","44","5","2017"," ","202503~202603","신규","-","",""
"218","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202502","11","500","40","13","2000","봉영로 1617","202503~202603","신규","-","",""
"219","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","10","4,000","45","7","2017"," ","202502~202602","갱신","사용","4,000","43"
"220","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202502","07","6,300","24","16","2017"," ","202412~202703","갱신","-","100","60"
"221","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202502","07","1,000","77","18","2017"," ","202502~202602","신규","-","",""
"222","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202502","05","1,000","78","13","2017"," ","202502~202602","신규","-","",""
"223","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202502","04","500","50","7","2000","봉영로 1617","202502~202602","신규","-","",""
"224","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","27.0300","202502","04","3,000","65","16","2017"," ","202502~202602","갱신","-","15,000","0"
"225","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202502","04","1,000","57","11","2003","덕영대로 1709","202502~202602","신규","-","",""
"226","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202502","04","500","75","11","2017"," ","202502~202602","신규","-","",""
"227","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202502","03","500","45","9","2003","봉영로1759번길 17","202502~202702","신규","-","",""
"228","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","03","1,000","73","4","2017"," ","202502~202602","신규","-","",""
"229","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","01","500","66","5","2017"," ","202502~202503","신규","-","",""
"230","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202502","01","1,000","55","4","2003","덕영대로 1709","202502~202601","신규","-","",""
"231","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","01","1,000","70","6","2017"," ","202503~202602","갱신","-","1,000","66"
"232","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202502","01","500","69","5","2017"," ","202503~202601","신규","-","",""
"233","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202501","31","500","45","9","2003","봉영로1759번길 17","202502~202602","신규","-","",""
"234","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202501","31","2,700","100","10","2017"," ","202501~202601","갱신","사용","2,700","95"
"235","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","29","500","62","5","2017"," ","202501~202601","갱신","-","500","57"
"236","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.4200","202501","23","500","73","4","2017"," ","202502~202602","신규","-","",""
"237","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","24.3800","202501","22","15,000","0","6","2017"," ","202502~202702","신규","-","",""
"238","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202501","22","3,000","20","6","2003","봉영로1759번길 17","202502~202602","신규","-","",""
"239","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","21","1,000","75","7","2017"," ","202502~202602","신규","-","",""
"240","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202501","20","500","75","9","2017"," ","202501~202601","신규","-","",""
"241","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","54.0200","202501","20","27,500","0","10","2017"," ","202502~202702","신규","-","",""
"242","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","18","1,000","73","7","2017"," ","202502~202602","갱신","-","1,000","70"
"243","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202501","17","500","72","6","2017"," ","202502~202602","신규","-","",""
"244","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202501","15","500","63","8","2017"," ","202501~202601","신규","-","",""
"245","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202501","15","5,000","48","11","2017"," ","202503~202703","갱신","사용","5,000","45"
"246","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","43.0600","202501","14","24,000","0","10","2017"," ","202503~202703","신규","-","",""
"247","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","11","1,000","75","14","2017"," ","202501~202701","신규","-","",""
"248","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","27.0300","202501","11","4,000","55","8","2017"," ","202502~202602","신규","-","",""
"249","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","10","3,000","65","13","2017"," ","202502~202602","신규","-","",""
"250","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202501","10","22,000","5","10","2017"," ","202501~202701","갱신","사용","22,000","0"
"251","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","28.7200","202501","10","500","45","16","2000","봉영로 1617","202501~202601","신규","-","",""
"252","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202501","10","500","45","9","2003","봉영로1759번길 17","202501~202601","신규","-","",""
"253","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202501","09","500","68","9","2017"," ","202502~202602","갱신","사용","500","65"
"254","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","08","13,000","10","12","2017"," ","202503~202703","신규","-","",""
"255","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","27.6500","202501","07","100","34","6","2017"," ","202501~202703","신규","-","",""
"256","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202501","07","100","32","8","2017"," ","202501~202703","신규","-","",""
"257","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","전세","28.8800","202501","06","6,500","0","16","2000","봉영로 1617","202501~202701","신규","-","",""
"258","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","04","1,000","75","12","2017"," ","202501~202601","신규","-","",""
"259","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","28.8100","202501","04","500","45","10","2000","봉영로 1617","202502~202602","신규","-","",""
"260","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202501","04","1,000","75","12","2017"," ","202501~202701","신규","-","",""
"261","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","04","500","68","11","2017"," ","202502~202602","갱신","사용","500","65"
"262","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202501","03","500","45","5","2003","봉영로1759번길 17","202502~202602","신규","-","",""
"263","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202501","02","1,000","75","13","2017"," ","202502~202602","신규","-","",""
"264","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","30","3,000","60","7","2017"," ","202412~202712","신규","-","",""
"265","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","20.0600","202412","30","1,000","63","15","2017"," ","202502~202602","신규","-","",""
"266","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202412","30","1,234","60","12","2017"," ","202412~202703","신규","-","",""
"267","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202412","28","2,000","48","12","2003","덕영대로 1709","202502~202602","신규","-","",""
"268","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","27","4,000","50","13","2017"," ","202501~202601","신규","-","",""
"269","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202412","27","100","60","16","2017"," ","202412~202703","신규","-","",""
"270","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","26","1,000","73","13","2017"," ","202501~202601","신규","-","",""
"271","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","26","1,000","73","10","2017"," ","202412~202512","갱신","-","1,000","70"
"272","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.0600","202412","26","100","60","16","2017"," ","202412~202703","신규","-","",""
"273","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","23","500","73","9","2017"," ","202412~202512","신규","-","",""
"274","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","27.7400","202412","21","500","45","9","2000","봉영로 1617","202412~202512","신규","-","",""
"275","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","21","1,000","76","6","2017"," ","202501~202601","갱신","사용","1,000","75"
"276","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","19","1,000","75","8","2017"," ","202412~202512","신규","-","",""
"277","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","18","500","75","7","2017"," ","202501~202601","신규","-","",""
"278","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","17","500","65","6","2017"," ","202412~202512","갱신","-","500","62"
"279","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","20.0600","202412","15","1,000","73","15","2017"," ","202502~202602","신규","-","",""
"280","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","14","1,000","73","7","2017"," ","202412~202512","신규","-","",""
"281","경기도 수원시 영통구 영통동","1021-4","1021","0004","청명타운텔","월세","29.6400","202412","14","500","50","9","2001","청명로 7","202502~202602","신규","-","",""
"282","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202412","14","500","58","10","2003","덕영대로 1709","202412~202512","신규","-","",""
"283","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","13","1,000","75","15","2017"," ","202501~202601","신규","-","",""
"284","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","13","13,000","8","15","2017"," ","202501~202701","신규","-","",""
"285","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","28.7200","202412","13","1,000","50","16","2000","봉영로 1617","202412~202512","신규","-","",""
"286","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202412","11","500","69","8","2017"," ","202501~202601","갱신","사용","500","66"
"287","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202412","11","1,000","63","5","2017","청명남로 25","202412~202612","갱신","사용","1,000","60"
"288","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","09","1,000","78","8","2017"," ","202412~202512","신규","-","",""
"289","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","28.2800","202412","09","1,000","80","12","2017"," ","202412~202512","신규","-","",""
"290","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","09","500","68","13","2017"," ","202412~202512","신규","-","",""
"291","경기도 수원시 영통구 영통동","1024-14","1024","0014","경희유니빌","월세","31.2800","202412","09","500","57","10","2003","덕영대로 1709","202502~202602","신규","-","",""
"292","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202412","09","3,000","120","13","2006","중부대로 604","202502~202702","신규","-","",""
"293","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202412","07","1,000","75","11","2017"," ","202501~202601","신규","-","",""
"294","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","07","1,000","75","6","2017"," ","202501~202601","신규","-","",""
"295","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","30.1700","202412","07","500","45","6","2000","봉영로 1617","202501~202601","신규","-","",""
"296","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","07","1,000","75","14","2017"," ","202501~202601","신규","-","",""
"297","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202412","07","25,000","0","15","2006","중부대로 604","202503~202703","신규","-","",""
"298","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","25.9900","202412","06","3,000","17","15","2000","봉영로 1617","202501~202701","신규","-","",""
"299","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","05","500","69","6","2017"," ","202501~202601","신규","-","",""
"300","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202412","03","1,000","73","14","2017"," ","202502~202602","갱신","-","1,000","70"
"301","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202412","02","13,000","10","16","2017"," ","202501~202701","신규","-","",""
"302","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","20.0600","202412","02","5,000","55","15","2017"," ","202412~202512","신규","-","",""
"303","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","30","1,000","75","12","2017"," ","202501~202601","신규","-","",""
"304","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","29","1,000","73","5","2017"," ","202411~202511","신규","-","",""
"305","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202411","28","1,000","75","11","2017"," ","202411~202511","신규","-","",""
"306","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","27","1,000","75","14","2017"," ","202501~202601","신규","-","",""
"307","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","54.0200","202411","25","7,444","24","9","2017"," ","202410~202612","갱신","-","1,234","60"
"308","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","22","500","75","11","2017"," ","202412~202512","신규","-","",""
"309","경기도 수원시 영통구 영통동","947-8","0947","0008","Y.T오피스텔","월세","24.4200","202411","22","500","40","7","2003","봉영로1759번길 17","202412~202512","신규","-","",""
"310","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","43.1200","202411","20","2,000","110","13","2017"," ","202501~202601","신규","-","",""
"311","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202411","19","500","80","11","2017"," ","202501~202512","갱신","-","500","60"
"312","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","19","1,000","75","19","2017"," ","202501~202601","신규","-","",""
"313","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","31.2000","202411","18","500","45","7","2000","봉영로 1617","202412~202512","신규","-","",""
"314","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","43.1200","202411","18","24,300","0","8","2017"," ","202501~202701","신규","-","",""
"315","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202411","17","5,000","58","14","2017"," ","202412~202512","신규","-","",""
"316","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202411","16","3,000","120","11","2006","중부대로 604","202412~202612","신규","-","",""
"317","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","16","1,000","75","8","2017"," ","202411~202511","신규","-","",""
"318","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","25.5000","202411","15","12,500","15","5","2017"," ","202501~202701","신규","-","",""
"319","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","15","1,000","69","11","2017"," ","202501~202601","갱신","-","1,000","60"
"320","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","29.2700","202411","15","500","45","6","2000","봉영로 1617","202501~202601","신규","-","",""
"321","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","월세","97.1300","202411","12","3,000","120","5","2006","중부대로 604","202412~202612","신규","-","",""
"322","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","07","1,000","75","18","2017"," ","202411~202511","신규","-","",""
"323","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","전세","26.0800","202411","07","14,500","0","14","2017"," ","202412~202612","신규","-","",""
"324","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","전세","97.1300","202411","02","26,000","0","12","2006","중부대로 604","202411~202611","신규","-","",""
