"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"174","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202507","02","500","45","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"175","경기도 수원시 영통구 영통동","1***","12m미만","35.00","월세","202507","02","500","60","1998","청명남로4번길","202507~202707","신규","-","","","단독다가구"
"176","경기도 수원시 영통구 영통동","1***","12m미만","26.58","월세","202507","02","500","44","2001","청명남로50번길","202507~202607","신규","-","","","단독다가구"
"177","경기도 수원시 영통구 영통동","9**","12m미만","24.00","월세","202507","02","300","35","2001","덕영대로1673번길","202507~202607","신규","-","","","단독다가구"
"178","경기도 수원시 영통구 영통동","1***","25m이상","19.83","전세","202507","02","4,000","0","","매영로415번길","202507~202707","신규","-","","","단독다가구"
"179","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202507","02","500","44","2002","영일로21번길","202508~202608","신규","-","","","단독다가구"
"180","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202507","01","500","47","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"181","경기도 수원시 영통구 영통동","9**","25m이상","26.00","전세","202507","01","9,000","0","2000","매영로","202507~202801","신규","-","","","단독다가구"
"182","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202506","30","500","36","2001","청명로59번길","202507~202607","신규","-","","","단독다가구"
"183","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202506","30","500","48","2000","청명로","202507~202607","신규","-","","","단독다가구"
"184","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","30","300","43","2001","매영로393번길","202507~202701","신규","-","","","단독다가구"
"185","경기도 수원시 영통구 영통동","1***","12m미만","28.00","월세","202506","30","500","55","1998","청명로","202507~202607","신규","-","","","단독다가구"
"186","경기도 수원시 영통구 영통동","1***","12m미만","25.00","전세","202506","30","6,300","0","2004","매영로415번길","202507~202607","갱신","-","6,000","0","단독다가구"
"187","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202506","28","500","42","2002","영일로21번길","202507~202607","신규","-","","","단독다가구"
"188","경기도 수원시 영통구 영통동","1***","12m미만","29.26","월세","202506","28","500","45","1999","매영로415번길","202509~202608","신규","-","","","단독다가구"
"189","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","27","300","42","2001","매영로393번길","202507~202701","신규","-","","","단독다가구"
"190","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202506","27","500","44","2000","매영로415번길","202507~202607","신규","-","","","단독다가구"
"191","경기도 수원시 영통구 영통동","1***","12m미만","40.00","월세","202506","27","1,000","78","2003","매영로425번길","202507~202607","신규","-","","","단독다가구"
"192","경기도 수원시 영통구 영통동","1***","25m미만","21.00","월세","202506","27","500","37","2000","청명북로15번길","202506~202606","신규","-","","","단독다가구"
"193","경기도 수원시 영통구 영통동","1***","25m이상","20.00","월세","202506","27","300","40","1999","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"194","경기도 수원시 영통구 영통동","6*","25m이상","20.00","월세","202506","26","400","40","2001","영통로","202506~202606","신규","-","","","단독다가구"
"195","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202506","26","500","47","2001","청명남로50번길","202507~202607","신규","-","","","단독다가구"
"196","경기도 수원시 영통구 영통동","1***","25m이상","23.00","전세","202506","26","7,000","0","2002","청명로","202507~202601","갱신","-","7,000","0","단독다가구"
"197","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202506","26","500","35","2001","청명로59번길","202506~202607","신규","-","","","단독다가구"
"198","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","26","500","50","2001","매영로415번길","202507~202607","신규","-","","","단독다가구"
"199","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","26","500","42","2001","청명남로4번길","202507~202607","신규","-","","","단독다가구"
"200","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202506","26","300","40","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"201","경기도 수원시 영통구 영통동","1***","25m미만","22.00","월세","202506","25","500","40","2001","반달로","202507~202607","신규","-","","","단독다가구"
"202","경기도 수원시 영통구 영통동","1***","12m미만","29.18","월세","202506","25","500","47","2002","청명로59번길","202507~202607","신규","-","","","단독다가구"
"203","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202506","24","1,000","45","1999","청명로59번길","202508~202607","신규","-","","","단독다가구"
"204","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","24","500","40","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"205","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202506","24","1,000","47","2003","매영로425번길","202507~202607","신규","-","","","단독다가구"
"206","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202506","24","1,000","45","1999","청명로59번길","-","-","-","","","단독다가구"
"207","경기도 수원시 영통구 영통동","1***","12m미만","29.52","월세","202506","23","500","45","","청명남로50번길","202509~202608","신규","-","","","단독다가구"
"208","경기도 수원시 영통구 영통동","1***","25m이상","56.42","월세","202506","23","1,000","70","1999","청명로43번길","202507~202706","신규","-","","","단독다가구"
"209","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202506","23","500","40","2000","반달로","202508~202608","신규","-","","","단독다가구"
"210","경기도 수원시 영통구 영통동","9**","12m미만","25.34","전세","202506","22","7,000","0","2002","봉영로1492번길","202506~202706","신규","-","","","단독다가구"
"211","경기도 수원시 영통구 영통동","1***","12m미만","26.40","전세","202506","22","8,000","0","1999","청명로59번길","202509~202709","신규","-","","","단독다가구"
"212","경기도 수원시 영통구 영통동","1***","12m미만","26.40","전세","202506","22","8,000","0","1999","청명로59번길","202508~202708","신규","-","","","단독다가구"
"213","경기도 수원시 영통구 영통동","1***","25m미만","24.00","전세","202506","21","8,000","0","2001","청명북로","202507~202707","신규","-","","","단독다가구"
"214","경기도 수원시 영통구 영통동","1***","12m미만","29.00","월세","202506","21","500","45","2000","청명북로7번길","202507~202607","신규","-","","","단독다가구"
"215","경기도 수원시 영통구 영통동","1***","12m미만","42.00","월세","202506","21","1,000","55","1998","청명남로12번길","202507~202607","신규","-","","","단독다가구"
"216","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202506","21","200","31","2000","청명로59번길","202506~202606","신규","-","","","단독다가구"
"217","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202506","21","500","41","2001","청명북로7번길","202507~202607","신규","-","","","단독다가구"
"218","경기도 수원시 영통구 영통동","9**","12m미만","26.40","월세","202506","21","500","41","2001","덕영대로1681번길","202508~202608","신규","-","","","단독다가구"
"219","경기도 수원시 영통구 영통동","1***","12m미만","26.80","전세","202506","20","7,000","0","2003","청명남로12번길","202507~202707","신규","-","","","단독다가구"
"220","경기도 수원시 영통구 영통동","1***","12m미만","19.83","월세","202506","20","500","45","1998","매영로415번길","202506~202606","신규","-","","","단독다가구"
"221","경기도 수원시 영통구 영통동","1***","12m미만","22.90","월세","202506","20","300","36","2001","청명로77번길","202506~202606","신규","-","","","단독다가구"
"222","경기도 수원시 영통구 영통동","1***","12m미만","45.00","월세","202506","20","1,000","65","1999","매영로415번길","202507~202607","신규","-","","","단독다가구"
"223","경기도 수원시 영통구 영통동","1***","25m이상","30.00","전세","202506","20","9,000","0","1998","청명로","202507~202607","갱신","-","8,000","0","단독다가구"
"224","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202506","19","300","41","2000","매영로393번길","202506~202606","신규","-","","","단독다가구"
"225","경기도 수원시 영통구 영통동","1***","25m미만","34.00","월세","202506","19","1,000","45","1998","영일로","202506~202701","신규","-","","","단독다가구"
"226","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202506","19","500","45","2001","매영로393번길","202508~202607","신규","-","","","단독다가구"
"227","경기도 수원시 영통구 영통동","1***","12m미만","50.00","전세","202506","18","10,000","0","2000","청명남로12번길","-","-","-","","","단독다가구"
"228","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202506","18","500","44","1999","매영로398번길","202507~202607","신규","-","","","단독다가구"
"229","경기도 수원시 영통구 영통동","9**","12m미만","33.00","월세","202506","18","1,000","48","2001","덕영대로1673번길","-","-","-","","","단독다가구"
"230","경기도 수원시 영통구 영통동","1***","12m미만","50.00","전세","202506","18","10,000","0","2000","청명남로12번길","202508~202708","신규","-","","","단독다가구"
"231","경기도 수원시 영통구 영통동","9**","12m미만","33.00","월세","202506","18","1,000","48","2001","덕영대로1673번길","202507~202607","신규","-","","","단독다가구"
"232","경기도 수원시 영통구 영통동","1***","12m미만","27.76","월세","202506","17","500","41","2001","청명북로7번길","202506~202606","신규","-","","","단독다가구"
"233","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202506","17","1,000","46","2003","매영로425번길","202508~202608","신규","-","","","단독다가구"
"234","경기도 수원시 영통구 영통동","9**","12m미만","40.00","월세","202506","17","1,000","57","2000","매영로398번길","202508~202701","신규","-","","","단독다가구"
"235","경기도 수원시 영통구 영통동","1***","25m미만","20.00","월세","202506","16","500","35","2002","반달로","202506~202606","신규","-","","","단독다가구"
"236","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202506","16","500","40","2001","영일로21번길","202507~202607","신규","-","","","단독다가구"
"237","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","14","500","40","2001","청명로59번길","202506~202606","신규","-","","","단독다가구"
"238","경기도 수원시 영통구 영통동","9**","12m미만","21.00","월세","202506","13","1,000","37","2001","봉영로1482번길","-","-","-","","","단독다가구"
"239","경기도 수원시 영통구 영통동","1***","25m이상","15.00","월세","202506","13","1,000","47","","덕영대로","-","-","-","","","단독다가구"
"240","경기도 수원시 영통구 영통동","9**","12m미만","21.01","월세","202506","13","300","38","2001","봉영로1482번길","202507~202607","신규","-","","","단독다가구"
"241","경기도 수원시 영통구 영통동","9**","12m미만","21.00","월세","202506","13","1,000","37","2001","봉영로1482번길","202506~202606","신규","-","","","단독다가구"
"242","경기도 수원시 영통구 영통동","9**","12m미만","28.00","월세","202506","13","300","35","2000","봉영로1492번길","202506~202606","신규","-","","","단독다가구"
"243","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202506","12","500","39","","청명북로7번길","202507~202601","갱신","-","500","37","단독다가구"
"244","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202506","12","1,000","41","2003","청명북로7번길","202506~202606","신규","-","","","단독다가구"
"245","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202506","12","500","40","2000","청명북로7번길","202507~202701","갱신","-","500","38","단독다가구"
"246","경기도 수원시 영통구 영통동","1***","12m미만","28.00","월세","202506","11","500","50","2000","매영로415번길","202508~202608","신규","-","","","단독다가구"
"247","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202506","10","500","42","2001","청명남로12번길","202506~202606","신규","-","","","단독다가구"
"248","경기도 수원시 영통구 영통동","1***","12m미만","29.39","월세","202506","09","500","46","2001","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"249","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","09","500","43","2001","청명로59번길","202508~202608","신규","-","","","단독다가구"
"250","경기도 수원시 영통구 영통동","1***","25m미만","30.00","월세","202506","07","500","65","2001","청명로21번길","202506~202606","갱신","-","500","55","단독다가구"
"251","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202506","07","500","42","1999","청명로59번길","202507~202607","신규","-","","","단독다가구"
"252","경기도 수원시 영통구 영통동","1***","12m미만","100.00","전세","202506","07","17,600","0","2001","매영로425번길","202508~202708","신규","-","","","단독다가구"
"253","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202506","06","3,000","30","2000","청명로59번길","202507~202706","신규","-","","","단독다가구"
"254","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202506","06","200","30","1999","매영로398번길","202506~202601","신규","-","","","단독다가구"
"255","경기도 수원시 영통구 영통동","1***","12m미만","46.00","월세","202506","05","1,000","80","1999","매영로393번길","202506~202802","신규","-","","","단독다가구"
"256","경기도 수원시 영통구 영통동","1***","12m미만","50.00","월세","202506","05","7,000","20","2003","청명남로12번길","202507~202707","신규","-","","","단독다가구"
"257","경기도 수원시 영통구 영통동","9**","12m미만","29.80","월세","202506","05","500","35","2015","봉영로1482번길","202506~202606","신규","-","","","단독다가구"
"258","경기도 수원시 영통구 영통동","1***","25m이상","23.00","월세","202506","05","500","34","1999","청명로59번길","202507~202607","신규","-","","","단독다가구"
"259","경기도 수원시 영통구 영통동","1***","12m미만","48.86","전세","202506","05","7,500","0","2001","매영로415번길","202508~202708","갱신","-","7,500","0","단독다가구"
"260","경기도 수원시 영통구 영통동","9**","12m미만","38.09","전세","202506","04","14,000","0","2023","봉영로1492번길","202507~202707","신규","-","","","단독다가구"
"261","경기도 수원시 영통구 영통동","1***","8m미만","84.97","월세","202506","04","10,000","220","2017","영통로501번길","202509~202709","신규","-","","","단독다가구"
"262","경기도 수원시 영통구 영통동","1***","25m이상","30.00","월세","202506","04","2,000","80","1998","청명남로4번길","202506~202612","신규","-","","","단독다가구"
"263","경기도 수원시 영통구 영통동","1***","25m이상","26.40","월세","202506","04","500","41","2002","매영로425번길","202507~202607","신규","-","","","단독다가구"
"264","경기도 수원시 영통구 영통동","1***","25m미만","26.40","월세","202506","04","500","40","2002","청명북로","202508~202608","신규","-","","","단독다가구"
"265","경기도 수원시 영통구 영통동","1***","12m미만","22.00","월세","202506","03","500","43","2001","매영로393번길","202507~202607","신규","-","","","단독다가구"
"266","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202506","03","300","39","2001","영일로","202506~202602","신규","-","","","단독다가구"
"267","경기도 수원시 영통구 영통동","1***","12m미만","28.00","월세","202505","31","500","36","2003","청명남로4번길","202506~202602","신규","-","","","단독다가구"
"268","경기도 수원시 영통구 영통동","1***","25m미만","20.00","월세","202505","31","500","34","2002","반달로","202506~202606","신규","-","","","단독다가구"
"269","경기도 수원시 영통구 영통동","1***","25m미만","24.34","월세","202505","31","500","40","2001","반달로","202507~202606","신규","-","","","단독다가구"
"270","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202505","31","500","40","2001","반달로","-","-","-","","","단독다가구"
"271","경기도 수원시 영통구 영통동","1***","12m미만","40.00","월세","202505","31","2,000","60","2000","청명로59번길","202507~202607","신규","-","","","단독다가구"
"272","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202505","30","3,000","20","2003","청명남로12번길","-","-","-","","","단독다가구"
"273","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202505","30","200","31","2001","청명남로4번길","202508~202608","신규","-","","","단독다가구"
"274","경기도 수원시 영통구 영통동","9**","25m이상","26.40","월세","202505","29","1,000","45","2004","영일로","202507~202607","신규","-","","","단독다가구"
"275","경기도 수원시 영통구 영통동","9**","12m미만","26.40","월세","202505","29","500","45","2001","덕영대로1681번길","202507~202607","신규","-","","","단독다가구"
"276","경기도 수원시 영통구 영통동","9**","12m미만","21.00","월세","202505","29","200","25","2001","봉영로1482번길","202505~202605","신규","-","","","단독다가구"
"277","경기도 수원시 영통구 영통동","1***","12m미만","27.47","월세","202505","28","300","37","2001","청명북로7번길","202506~202606","신규","-","","","단독다가구"
"278","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202505","28","500","48","2000","매영로","202505~202605","신규","-","","","단독다가구"
"279","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202505","27","500","43","2000","청명남로4번길","202507~202607","신규","-","","","단독다가구"
"280","경기도 수원시 영통구 영통동","1***","12m미만","47.98","월세","202505","27","6,076","7","2003","청명로43번길","202507~202706","갱신","-","5,899","7","단독다가구"
"281","경기도 수원시 영통구 영통동","1***","25m미만","24.34","월세","202505","26","3,000","25","2001","반달로","202507~202707","갱신","-","3,000","20","단독다가구"
"282","경기도 수원시 영통구 영통동","9**","12m미만","38.09","전세","202505","26","15,000","0","2023","봉영로1492번길","202508~202708","갱신","-","17,000","0","단독다가구"
"283","경기도 수원시 영통구 영통동","9**","12m미만","19.96","전세","202505","26","5,200","0","2003","봉영로1482번길","202508~202707","신규","-","","","단독다가구"
"284","경기도 수원시 영통구 영통동","1***","25m이상","25.00","월세","202505","25","500","50","2001","매영로","202507~202701","신규","-","","","단독다가구"
"285","경기도 수원시 영통구 영통동","1***","25m미만","26.00","전세","202505","25","8,000","0","2004","청명로21번길","202507~202707","신규","-","","","단독다가구"
"286","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202505","24","300","44","2001","매영로415번길","202506~202606","신규","-","","","단독다가구"
"287","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202505","24","500","40","2000","청명로59번길","202506~202606","신규","-","","","단독다가구"
"288","경기도 수원시 영통구 영통동","9**","12m미만","24.64","전세","202505","24","5,500","0","2001","봉영로1482번길","202506~202706","신규","-","","","단독다가구"
"289","경기도 수원시 영통구 영통동","1***","12m미만","26.00","월세","202505","24","500","40","2000","청명남로4번길","202506~202605","신규","-","","","단독다가구"
"290","경기도 수원시 영통구 영통동","9**","12m미만","21.77","전세","202505","24","7,500","0","2002","봉영로1482번길","202506~202706","신규","-","","","단독다가구"
"291","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202505","23","700","45","2001","청명로59번길","202506~202606","신규","-","","","단독다가구"
"292","경기도 수원시 영통구 영통동","1***","25m이상","20.00","월세","202505","23","500","40","2000","청명로","202506~202606","신규","-","","","단독다가구"
"293","경기도 수원시 영통구 영통동","9**","12m미만","26.40","월세","202505","23","500","35","2001","덕영대로1673번길","202506~202606","신규","-","","","단독다가구"
"294","경기도 수원시 영통구 영통동","1***","25m미만","26.40","월세","202505","22","500","40","2000","청명북로15번길","202505~202605","신규","-","","","단독다가구"
"295","경기도 수원시 영통구 영통동","1***","12m미만","21.44","월세","202505","22","500","30","2000","청명남로50번길","202505~202705","신규","-","","","단독다가구"
"296","경기도 수원시 영통구 영통동","1***","12m미만","29.52","전세","202505","20","8,000","0","2000","청명남로50번길","202507~202707","신규","-","","","단독다가구"
"297","경기도 수원시 영통구 영통동","1***","12m미만","32.00","월세","202505","20","500","47","2003","청명북로7번길","202506~202606","갱신","-","500","47","단독다가구"
"298","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202505","19","500","44","2000","청명남로4번길","202505~202606","신규","-","","","단독다가구"
"299","경기도 수원시 영통구 영통동","9**","12m미만","50.00","월세","202505","19","1,000","55","2000","봉영로1482번길","202505~202605","갱신","-","1,000","55","단독다가구"
"300","경기도 수원시 영통구 영통동","1***","12m미만","30.00","월세","202505","17","500","44","2001","청명북로7번길","202505~202605","신규","-","","","단독다가구"
"301","경기도 수원시 영통구 영통동","1***","12m미만","112.91","월세","202505","17","2,000","115","1999","매영로415번길","202506~202706","신규","-","","","단독다가구"
"302","경기도 수원시 영통구 영통동","9**","12m미만","16.50","월세","202505","17","500","38","2003","봉영로1482번길","202506~202606","신규","-","","","단독다가구"
"303","경기도 수원시 영통구 영통동","1***","12m미만","20.00","월세","202505","17","500","40","2001","청명북로7번길","202505~202607","신규","-","","","단독다가구"
"304","경기도 수원시 영통구 영통동","9**","12m미만","26.00","월세","202505","17","500","40","2001","봉영로1482번길","202505~202605","신규","-","","","단독다가구"
"305","경기도 수원시 영통구 영통동","9**","12m미만","26.40","월세","202505","17","500","50","2001","덕영대로1681번길","202506~202606","신규","-","","","단독다가구"
"306","경기도 수원시 영통구 영통동","7*","12m미만","32.14","전세","202505","16","19,000","0","2022","영통로351번길","202505~202905","갱신","사용","19,000","0","단독다가구"
"307","경기도 수원시 영통구 영통동","7*","12m미만","32.14","전세","202505","16","19,000","0","","영통로351번길","202505~202905","갱신","사용","19,000","0","단독다가구"
"308","경기도 수원시 영통구 영통동","1***","25m미만","25.00","전세","202505","15","7,000","0","2000","청명북로","202505~202705","신규","-","","","단독다가구"
"309","경기도 수원시 영통구 영통동","9**","12m미만","33.00","월세","202505","14","1,500","50","1998","덕영대로1681번길","202507~202702","신규","-","","","단독다가구"
"310","경기도 수원시 영통구 영통동","1***","12m미만","26.00","전세","202505","13","9,000","0","2001","매영로415번길","202506~202706","신규","-","","","단독다가구"
"311","경기도 수원시 영통구 영통동","1***","12m미만","40.00","월세","202505","13","500","60","2001","청명로","202506~202606","신규","-","","","단독다가구"
"312","경기도 수원시 영통구 영통동","1***","25m미만","22.00","월세","202505","12","500","40","2001","영일로","202507~202607","신규","-","","","단독다가구"
"313","경기도 수원시 영통구 영통동","9**","12m미만","43.00","월세","202505","12","500","45","2001","봉영로1482번길","202505~202605","신규","-","","","단독다가구"
"314","경기도 수원시 영통구 영통동","1***","12m미만","23.00","월세","202505","10","300","35","2001","매영로415번길","202507~202607","신규","-","","","단독다가구"
"315","경기도 수원시 영통구 영통동","9**","12m미만","23.00","월세","202505","10","500","35","2001","덕영대로1673번길","202506~202606","신규","-","","","단독다가구"
"316","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202505","10","700","45","2001","청명로59번길","202506~202606","신규","-","","","단독다가구"
"317","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202505","10","200","30","1999","매영로398번길","202506~202602","신규","-","","","단독다가구"
"318","경기도 수원시 영통구 영통동","1***","12m미만","29.00","월세","202505","10","500","45","2000","청명북로7번길","202505~202607","신규","-","","","단독다가구"
"319","경기도 수원시 영통구 영통동","1***","25m미만","48.00","월세","202505","09","1,000","60","","청명북로","202506~202606","신규","-","","","단독다가구"
"320","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202505","09","500","41","2000","매영로415번길","202506~202606","신규","-","","","단독다가구"
"321","경기도 수원시 영통구 영통동","1***","25m미만","48.00","월세","202505","09","1,000","63","2000","청명북로","-","-","-","","","단독다가구"
"322","경기도 수원시 영통구 영통동","1***","25m이상","26.00","월세","202505","09","500","40","2000","청명남로4번길","202507~202601","갱신","-","500","40","단독다가구"
"323","경기도 수원시 영통구 영통동","1***","25m이상","22.00","전세","202505","08","9,000","0","2002","영일로","-","-","-","","","단독다가구"
"324","경기도 수원시 영통구 영통동","7*","12m미만","33.60","전세","202505","08","18,000","0","2022","영통로351번길","202506~202706","신규","-","","","단독다가구"
"325","경기도 수원시 영통구 영통동","7*","12m미만","28.53","전세","202505","07","18,000","0","2022","영통로351번길","202507~202707","신규","-","","","단독다가구"
"326","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202505","06","500","40","2001","반달로","202507~202607","신규","-","","","단독다가구"
"327","경기도 수원시 영통구 영통동","1***","12m미만","26.00","전세","202505","05","9,000","0","2001","매영로415번길","202505~202705","신규","-","","","단독다가구"
"328","경기도 수원시 영통구 영통동","1***","12m미만","26.40","월세","202505","03","500","40","2001","청명북로7번길","202505~202605","신규","-","","","단독다가구"
"329","경기도 수원시 영통구 영통동","7*","12m미만","49.00","월세","202505","02","5,500","80","2022","영통로351번길","202507~202907","신규","-","","","단독다가구"
"330","경기도 수원시 영통구 영통동","7*","12m미만","21.84","전세","202505","02","13,000","0","","영통로351번길","202505~202905","갱신","사용","13,000","0","단독다가구"
"331","경기도 수원시 영통구 영통동","7*","12m미만","33.60","전세","202505","02","18,000","0","2022","영통로351번길","202505~202705","신규","-","","","단독다가구"
"332","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202505","01","300","42","2001","청명남로60번길","202505~202605","신규","-","","","단독다가구"
"333","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202505","01","500","42","2001","반달로","202505~202605","신규","-","","","단독다가구"
"334","경기도 수원시 영통구 영통동","1***","12m미만","49.00","월세","202504","30","1,000","55","2000","청명남로12번길","202504~202704","갱신","-","1,000","55","단독다가구"
"335","경기도 수원시 영통구 영통동","1***","12m미만","25.30","전세","202504","29","8,000","0","2001","청명북로","202505~202705","신규","-","","","단독다가구"
"336","경기도 수원시 영통구 영통동","1***","12m미만","24.00","월세","202504","28","500","42","2001","청명남로4번길","-","-","-","","","단독다가구"
"337","경기도 수원시 영통구 영통동","9**","12m미만","16.50","월세","202504","26","4,500","1","2003","봉영로1482번길","202505~202705","갱신","-","4,500","0","단독다가구"
"338","경기도 수원시 영통구 영통동","9**","12m미만","20.00","월세","202504","24","500","40","1999","매영로398번길","202506~202607","신규","-","","","단독다가구"
"339","경기도 수원시 영통구 영통동","1***","12m미만","49.50","월세","202504","24","1,000","60","1999","청명남로50번길","202505~202605","신규","-","","","단독다가구"
"340","경기도 수원시 영통구 영통동","1***","25m미만","50.00","월세","202504","22","5,000","25","1998","영일로","202505~202705","신규","-","","","단독다가구"
"341","경기도 수원시 영통구 영통동","1***","12m미만","57.09","월세","202504","21","5,000","35","1998","청명북로7번길","202506~202706","신규","-","","","단독다가구"
"342","경기도 수원시 영통구 영통동","1***","25m미만","24.00","월세","202504","21","500","45","2001","청명북로","202504~202604","신규","-","","","단독다가구"
"343","경기도 수원시 영통구 영통동","9**","12m미만","14.26","월세","202504","21","4,900","1","2003","봉영로1482번길","202505~202705","갱신","-","4,900","0","단독다가구"
"344","경기도 수원시 영통구 영통동","1***","12m미만","21.46","월세","202504","18","500","40","2001","청명북로","202504~202604","신규","-","","","단독다가구"
"345","경기도 수원시 영통구 영통동","9**","12m미만","45.61","월세","202504","17","1,000","60","1998","봉영로1482번길","202504~202604","신규","-","","","단독다가구"
"346","경기도 수원시 영통구 영통동","1***","12m미만","25.00","월세","202504","15","500","41","2001","청명북로15번길","202505~202604","신규","-","","","단독다가구"
"347","경기도 수원시 영통구 영통동","9**","12m미만","25.00","월세","202504","15","200","24","2001","봉영로1482번길","202504~202604","신규","-","","","단독다가구"
"348","경기도 수원시 영통구 영통동","7*","12m미만","29.76","전세","202504","15","20,000","0","","영통로351번길","202504~202903","갱신","사용","20,000","0","단독다가구"
"349","경기도 수원시 영통구 영통동","1***","12m미만","21.00","월세","202504","12","500","30","2001","청명로59번길","202504~202608","신규","-","","","단독다가구"
"350","경기도 수원시 영통구 영통동","1***","12m미만","40.00","월세","202504","12","9,000","9","2010","청명로59번길","202507~202707","신규","-","","","단독다가구"
"351","경기도 수원시 영통구 영통동","1***","12m미만","115.00","월세","202504","12","3,000","120","1999","매영로393번길","202504~202704","갱신","-","1,000","85","단독다가구"
"352","경기도 수원시 영통구 영통동","1***","8m미만","187.91","전세","202504","11","59,000","0","2017","영통로501번길","202507~202707","신규","-","","","단독다가구"
"353","경기도 수원시 영통구 영통동","1***","12m미만","59.00","전세","202504","11","12,000","0","2000","청명북로7번길","202504~202704","갱신","-","2,000","55","단독다가구"
