"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1183","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3400","202506","21","32,000","0","5","1999","봉영로1517번길 27","202509~202709","신규","-","","","아파트"
"1184","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","21","28,000","0","15","2002","덕영대로1555번길 20","202510~202710","신규","-","","","아파트"
"1185","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202506","21","28,000","0","8","1997","영통로290번길 25","-","-","-","","","아파트"
"1186","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(331동~337동)","전세","84.9600","202506","20","39,900","0","7","1997","청명로 132","202508~202708","갱신","사용","38,000","0","아파트"
"1187","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.8000","202506","20","31,000","0","12","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1188","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","20","30,000","0","17","1997","영통로 498","202506~202706","갱신","-","28,000","0","아파트"
"1189","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","20","23,100","0","5","1997","영통로 498","202506~202707","갱신","사용","22,000","0","아파트"
"1190","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","49.2600","202506","20","10,000","40","12","1999","봉영로1517번길 27","-","-","-","","","아파트"
"1191","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","20","30,000","0","4","1999","봉영로1517번길 27","202510~202710","신규","-","","","아파트"
"1192","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","49.2600","202506","20","10,000","40","12","1999","봉영로1517번길 27","202508~202708","갱신","-","8,000","45","아파트"
"1193","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","20","27,000","0","4","2002","덕영대로1555번길 20","202508~202708","신규","-","","","아파트"
"1194","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","20","25,000","0","3","2002","덕영대로1555번길 20","202509~202709","신규","-","","","아파트"
"1195","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","전세","75.6900","202506","20","45,000","0","11","2000","봉영로1517번길 30","202506~202709","신규","-","","","아파트"
"1196","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202506","20","25,200","0","14","1997","매영로310번길 12","202509~202709","갱신","사용","24,000","0","아파트"
"1197","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실진흥","전세","59.9650","202506","20","28,000","0","11","1997","매영로310번길 12","202509~202708","신규","-","","","아파트"
"1198","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.8000","202506","20","31,000","0","12","1997","영통로 498","-","-","-","","","아파트"
"1199","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","20","23,000","0","15","1997","영통로 498","202508~202708","갱신","사용","23,000","0","아파트"
"1200","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202506","19","25,725","0","17","1997","청명북로 81","202507~202707","갱신","사용","24,500","0","아파트"
"1201","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","19","23,100","0","12","1999","영통로514번길 53","202506~202706","갱신","사용","22,000","0","아파트"
"1202","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","49.7600","202506","19","25,000","0","14","1997","영통로 498","202507~202707","갱신","-","19,000","0","아파트"
"1203","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","19","32,000","0","6","1997","영통로 498","202508~202708","갱신","-","28,000","0","아파트"
"1204","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","19","27,500","0","7","2002","덕영대로1555번길 20","202507~202707","신규","-","","","아파트"
"1205","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신안","전세","59.9650","202506","19","20,000","0","14","1997","매영로310번길 12","202508~202708","신규","-","","","아파트"
"1206","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","월세","59.8400","202506","19","2,000","120","19","1998","영통로 232","202507~202707","신규","-","","","아파트"
"1207","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(331동~337동)","전세","73.7900","202506","19","33,600","0","20","1997","청명로 132","202508~202708","갱신","사용","32,000","0","아파트"
"1208","경기도 수원시 영통구 영통동","1166","1166","0000","청명센트레빌","전세","84.9466","202506","19","46,000","0","5","2013","영통로525번길 35","202509~202709","신규","-","","","아파트"
"1209","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202506","18","27,000","0","5","1997","영통로290번길 25","202509~202709","신규","-","","","아파트"
"1210","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","월세","59.9900","202506","18","13,000","55","10","1997","영통로290번길 25","202508~202708","신규","-","","","아파트"
"1211","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신안","월세","59.9650","202506","18","3,000","100","16","1997","매영로310번길 12","202507~202707","신규","-","","","아파트"
"1212","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","월세","73.7900","202506","18","5,000","132","16","1997","청명로 132","202507~202707","갱신","사용","5,000","125","아파트"
"1213","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","18","28,000","0","6","1997","영통로290번길 26","202509~202709","신규","-","","","아파트"
"1214","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202506","18","25,500","0","11","1997","영통로290번길 26","202509~202709","신규","-","","","아파트"
"1215","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(331동~337동)","전세","84.9600","202506","18","55,000","0","2","1997","청명로 132","202508~202708","신규","-","","","아파트"
"1216","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.8000","202506","18","7,000","80","5","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1217","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","18","24,150","0","3","1997","영통로 498","202507~202707","갱신","사용","23,000","0","아파트"
"1218","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","18","23,600","0","6","1997","영통로 498","202508~202708","갱신","사용","22,500","0","아파트"
"1219","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","18","26,250","0","19","1997","영통로 498","202506~202706","갱신","사용","25,000","0","아파트"
"1220","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","전세","59.7900","202506","18","31,000","0","3","1998","봉영로1744번길 16","202507~202707","신규","-","","","아파트"
"1221","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202506","17","28,000","0","16","1997","매영로310번길 12","202509~202709","신규","-","","","아파트"
"1222","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","월세","73.7900","202506","17","15,000","130","8","1997","청명로 132","202507~202707","신규","-","","","아파트"
"1223","경기도 수원시 영통구 영통동","969-1","0969","0001","삼성","전세","84.8400","202506","17","31,906","0","4","1997","봉영로1517번길 73","202507~202707","갱신","-","30,387","0","아파트"
"1224","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","17","29,000","0","11","1997","영통로290번길 26","202508~202708","신규","-","","","아파트"
"1225","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","월세","59.8400","202506","17","3,000","110","15","1998","영통로 232","202506~202706","신규","-","","","아파트"
"1226","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202506","17","30,000","0","17","1997","영통로 232","202508~202708","신규","-","","","아파트"
"1227","경기도 수원시 영통구 영통동","1025-7","1025","0007","myown","월세","15.7575","202506","17","1,000","55","12","2014","청명로 8","202507~202607","신규","-","","","아파트"
"1228","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","17","26,000","0","8","1999","영통로514번길 53","-","-","-","","","아파트"
"1229","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","17","26,000","0","8","1999","영통로514번길 53","202508~202708","신규","-","","","아파트"
"1230","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","17","31,000","0","5","1999","영통로514번길 53","202507~202707","신규","-","","","아파트"
"1231","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","17","30,000","0","15","1999","영통로514번길 53","202508~202708","신규","-","","","아파트"
"1232","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","17","24,850","0","18","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1233","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202506","17","3,000","110","15","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1234","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","17","23,100","0","9","1997","영통로 498","202508~202708","갱신","사용","22,000","0","아파트"
"1235","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202506","17","3,000","110","15","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1236","경기도 수원시 영통구 영통동","956-2","0956","0002","청명마을동신","전세","134.6400","202506","17","55,650","0","13","1998","영통로 460","202508~202708","갱신","사용","53,000","0","아파트"
"1237","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","17","25,400","0","5","1999","봉영로1517번길 27","202508~202708","갱신","사용","24,200","0","아파트"
"1238","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","49.7100","202506","17","2,000","75","1","2002","덕영대로1555번길 20","202507~202707","신규","-","","","아파트"
"1239","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202506","16","30,000","0","9","1997","영통로 232","202508~202708","신규","-","","","아파트"
"1240","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","16","16,570","0","18","1999","영통로514번길 53","-","-","-","","","아파트"
"1241","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","16","16,570","0","18","1999","영통로514번길 53","202508~202708","신규","-","","","아파트"
"1242","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","16","25,000","0","19","1997","영통로 498","202507~202707","신규","-","","","아파트"
"1243","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","16","23,100","0","19","1997","영통로 498","202508~202708","갱신","사용","22,000","0","아파트"
"1244","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","16","23,100","0","19","1997","영통로 498","202508~202708","갱신","사용","22,000","0","아파트"
"1245","경기도 수원시 영통구 영통동","989-2","0989","0002","현대","월세","99.5800","202506","16","10,000","169","10","1998","매영로 366","202506~202706","갱신","사용","10,000","160","아파트"
"1246","경기도 수원시 영통구 영통동","989-2","0989","0002","현대","전세","134.7600","202506","16","70,000","0","15","1998","매영로 366","202506~202612","신규","-","","","아파트"
"1247","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","38.1600","202506","16","1,000","80","15","2002","덕영대로1555번길 20","202506~202706","신규","-","","","아파트"
"1248","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202506","16","23,100","0","13","1997","영통로290번길 25","202512~202712","갱신","사용","22,000","0","아파트"
"1249","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","전세","73.7900","202506","16","34,650","0","15","1997","청명로 132","202508~202707","갱신","사용","33,000","0","아파트"
"1250","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","전세","73.7900","202506","16","34,650","0","15","1997","청명로 132","202508~202707","갱신","-","33,000","0","아파트"
"1251","경기도 수원시 영통구 영통동","988-2","0988","0002","살구골마을진덕서광성지동아","전세","134.8800","202506","16","48,000","0","6","1998","봉영로 1526","202506~202606","갱신","-","45,000","0","아파트"
"1252","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202506","16","27,300","0","11","1997","영통로 232","202508~202708","갱신","사용","26,000","0","아파트"
"1253","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","월세","49.5900","202506","16","2,000","90","14","1997","영통로290번길 26","202508~202708","신규","-","","","아파트"
"1254","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202506","16","30,000","0","9","1997","영통로 232","-","-","-","","","아파트"
"1255","경기도 수원시 영통구 영통동","1025-7","1025","0007","myown","월세","17.8575","202506","15","500","55","6","2014","청명로 8","202507~202607","갱신","-","500","50","아파트"
"1256","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","15","20,000","0","2","2002","덕영대로1555번길 20","202507~202707","갱신","사용","20,000","0","아파트"
"1257","경기도 수원시 영통구 영통동","989-2","0989","0002","현대","전세","134.7600","202506","14","60,000","0","14","1998","매영로 366","202507~202707","신규","-","","","아파트"
"1258","경기도 수원시 영통구 영통동","1053-2","1053","0002","벽산(1053-2)","전세","84.9600","202506","13","31,500","0","6","1997","봉영로1744번길 11","202507~202707","갱신","사용","30,000","0","아파트"
"1259","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","13","29,000","0","6","1997","영통로 498","202505~202705","신규","-","","","아파트"
"1260","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","13","31,000","0","11","1997","영통로 498","202508~202708","신규","-","","","아파트"
"1261","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202506","13","2,000","100","11","1997","영통로 498","202506~202706","갱신","-","2,000","90","아파트"
"1262","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","전세","59.9500","202506","13","27,000","0","8","1997","봉영로1770번길 21","202509~202709","신규","-","","","아파트"
"1263","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","전세","59.9500","202506","13","27,000","0","8","1997","봉영로1770번길 21","202509~202709","신규","-","","","아파트"
"1264","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","13","3,000","115","6","1999","봉영로1517번길 27","202507~202707","신규","-","","","아파트"
"1265","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","49.7100","202506","13","2,000","84","9","2002","덕영대로1555번길 20","202507~202707","갱신","사용","2,000","80","아파트"
"1266","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","59.9600","202506","13","23,100","0","5","2002","덕영대로1555번길 20","202508~202708","갱신","사용","22,000","0","아파트"
"1267","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","전세","75.6900","202506","13","43,000","0","3","2000","봉영로1517번길 30","202508~202708","신규","-","","","아파트"
"1268","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","전세","59.9650","202506","13","26,000","0","8","1997","매영로310번길 12","202509~202709","신규","-","","","아파트"
"1269","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","전세","59.9650","202506","13","26,000","0","8","1997","매영로310번길 12","202509~202709","신규","-","","","아파트"
"1270","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","전세","59.9650","202506","13","26,000","0","8","1997","매영로310번길 12","202509~202709","신규","-","","","아파트"
"1271","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","전세","59.9650","202506","13","28,000","0","4","1997","매영로310번길 12","202508~202708","신규","-","","","아파트"
"1272","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202506","13","35,000","0","16","1997","봉영로1517번길 76","202508~202608","갱신","사용","35,000","0","아파트"
"1273","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202506","13","31,290","0","2","1997","봉영로1517번길 76","202508~202708","갱신","사용","29,800","0","아파트"
"1274","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","전세","73.7900","202506","13","34,650","0","1","1997","청명로 132","202508~202708","갱신","사용","33,000","0","아파트"
"1275","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","전세","84.9600","202506","13","45,000","0","8","1997","청명로 132","202507~202707","갱신","사용","43,000","0","아파트"
"1276","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.7300","202506","13","30,000","0","7","1997","영통로 232","202508~202708","신규","-","","","아파트"
"1277","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.7300","202506","13","30,000","0","7","1997","영통로 232","202508~202708","신규","-","","","아파트"
"1278","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","13","17,700","0","15","1997","영통로290번길 26","202508~202708","신규","-","","","아파트"
"1279","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202506","13","20,000","0","1","1997","영통로290번길 26","202507~202707","신규","-","","","아파트"
"1280","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","월세","49.5900","202506","13","2,000","88","3","1997","영통로290번길 26","202507~202707","신규","-","","","아파트"
"1281","경기도 수원시 영통구 영통동","969-1","0969","0001","태영","월세","84.8800","202506","13","3,000","150","5","1997","봉영로1517번길 73","202506~202606","신규","-","","","아파트"
"1282","경기도 수원시 영통구 영통동","1046-1","1046","0001","청명마을삼성","월세","92.2330","202506","13","5,000","170","11","2001","청명북로 33","202506~202606","갱신","-","5,000","160","아파트"
"1283","경기도 수원시 영통구 영통동","1153","1153","0000","영통아이파크","전세","84.9571","202506","12","34,000","0","19","2006","삼성로320번길 62","202507~202707","갱신","-","33,000","0","아파트"
"1284","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202506","12","2,000","108","4","1997","영통로 498","202506~202706","신규","-","","","아파트"
"1285","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","12","28,000","0","10","1997","영통로 498","202508~202708","갱신","-","23,000","0","아파트"
"1286","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202506","12","32,000","0","4","1997","청명북로 81","202507~202707","신규","-","","","아파트"
"1287","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","12","27,000","0","19","1999","봉영로1517번길 27","202506~202706","갱신","사용","26,000","0","아파트"
"1288","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","12","20,000","40","12","1999","봉영로1517번길 27","202508~202708","갱신","사용","20,000","30","아파트"
"1289","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","12","20,000","40","12","1999","봉영로1517번길 27","-","-","-","","","아파트"
"1290","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","12","30,000","0","13","1999","봉영로1517번길 27","202508~202701","신규","-","","","아파트"
"1291","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","12","24,000","0","20","1999","봉영로1517번길 27","202507~202707","갱신","-","23,000","0","아파트"
"1292","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","전세","59.3900","202506","12","27,000","0","19","1999","봉영로1517번길 27","202506~202706","갱신","사용","26,000","0","아파트"
"1293","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","49.7100","202506","12","28,000","0","8","2002","덕영대로1555번길 20","202508~202708","신규","-","","","아파트"
"1294","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","전세","59.9600","202506","12","32,000","0","11","2002","덕영대로1555번길 20","202508~202708","신규","-","","","아파트"
"1295","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","전세","59.9900","202506","12","29,000","0","12","1997","영통로290번길 25","202506~202706","신규","-","","","아파트"
"1296","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202506","12","25,000","0","13","1997","매영로310번길 12","202506~202706","신규","-","","","아파트"
"1297","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202506","12","20,500","0","13","1997","매영로310번길 12","202507~202707","갱신","사용","20,000","0","아파트"
"1298","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","전세","59.9650","202506","12","22,000","0","6","1997","매영로310번길 12","202507~202707","갱신","사용","21,000","0","아파트"
"1299","경기도 수원시 영통구 영통동","968","0968","0000","신나무실동보","전세","84.9000","202506","12","31,290","0","2","1997","봉영로1517번길 76","202506~202706","갱신","-","29,800","0","아파트"
"1300","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","월세","59.7300","202506","12","2,000","120","17","1997","영통로 232","202508~202708","신규","-","","","아파트"
"1301","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202506","12","22,890","0","19","1997","영통로290번길 26","202508~202708","갱신","사용","21,800","0","아파트"
"1302","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","49.5900","202506","12","23,000","0","2","1997","영통로290번길 26","202507~202707","신규","-","","","아파트"
"1303","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","전세","59.8400","202506","12","26,000","0","8","1998","영통로 232","202508~202708","신규","-","","","아파트"
"1304","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202506","12","32,000","0","13","1997","영통로 232","202407~202607","신규","-","","","아파트"
"1305","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실극동","전세","84.9000","202506","12","37,200","0","10","1999","봉영로1517번길 30","202507~202707","갱신","사용","35,500","0","아파트"
"1306","경기도 수원시 영통구 영통동","969-1","0969","0001","삼성","전세","84.8400","202506","11","26,770","0","5","1997","봉영로1517번길 73","202507~202707","갱신","사용","25,500","0","아파트"
"1307","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을한국","월세","59.9900","202506","11","3,000","95","11","1998","봉영로1770번길 21","202507~202707","갱신","사용","3,000","90","아파트"
"1308","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","49.7600","202506","11","20,500","0","2","1997","영통로 498","202508~202608","갱신","사용","20,000","0","아파트"
"1309","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","59.9900","202506","11","2,000","100","5","1997","영통로 498","202507~202707","신규","-","","","아파트"
"1310","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","59.9900","202506","11","31,000","0","3","1997","청명북로 81","202509~202709","신규","-","","","아파트"
"1311","경기도 수원시 영통구 영통동","1048-2","1048","0002","청명마을(주공)","전세","49.7600","202506","11","23,100","0","11","1997","청명북로 81","202506~202706","갱신","사용","22,000","0","아파트"
"1312","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","11","3,400","57","2","1999","봉영로1517번길 27","202507~202707","신규","-","","","아파트"
"1313","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","38.1600","202506","11","2,000","69","16","2002","덕영대로1555번길 20","202508~202708","갱신","사용","2,000","65","아파트"
"1314","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","월세","49.7100","202506","11","2,000","100","15","2002","덕영대로1555번길 20","202507~202707","신규","-","","","아파트"
"1315","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202506","11","30,000","0","18","1997","영통로 232","-","-","-","","","아파트"
"1316","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202506","11","30,000","0","7","1997","영통로 232","-","-","-","","","아파트"
"1317","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","11","30,000","0","6","1997","영통로290번길 26","202507~202707","신규","-","","","아파트"
"1318","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","11","23,100","0","12","1997","영통로290번길 26","202508~202708","갱신","사용","22,000","0","아파트"
"1319","경기도 수원시 영통구 영통동","1047-1","1047","0001","건영1차","전세","134.8100","202506","11","62,000","0","4","1999","청명로 100","202508~202708","신규","-","","","아파트"
"1320","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","전세","59.8400","202506","10","30,000","0","15","1997","영통로 232","202511~202711","신규","-","","","아파트"
"1321","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","월세","49.7600","202506","10","2,000","100","9","1997","영통로 498","202507~202707","신규","-","","","아파트"
"1322","경기도 수원시 영통구 영통동","989-2","0989","0002","현대","전세","164.8900","202506","10","48,000","0","16","1998","매영로 366","202506~202706","갱신","-","45,000","0","아파트"
"1323","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","10","5,000","110","18","1999","봉영로1517번길 27","202507~202709","신규","-","","","아파트"
"1324","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","전세","59.8400","202506","10","25,000","0","16","1997","영통로 232","-","-","-","","","아파트"
"1325","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","전세","59.9900","202506","09","30,000","0","13","1997","영통로290번길 26","202506~202704","신규","-","","","아파트"
"1326","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","전세","59.9900","202506","09","24,500","0","9","1999","영통로514번길 53","202506~202706","갱신","-","21,000","0","아파트"
"1327","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","전세","59.9900","202506","09","22,000","0","1","1997","영통로 498","202505~202605","갱신","사용","21,500","0","아파트"
"1328","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","월세","59.3900","202506","09","2,000","110","19","1999","봉영로1517번길 27","202506~202706","갱신","-","2,000","90","아파트"
