"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 기흥구"
"읍면동 : 서천동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"170","경기도 용인시 기흥구 서천동","7**","12m미만","73.67","월세","202504","19","2,000","120","2016","서천동로21번길","202506~202702","신규","-","","","단독다가구"
"171","경기도 용인시 기흥구 서천동","3**","25m미만","31.49","월세","202504","19","1,000","60","2019","서그내로62번길","202504~202604","신규","-","","","단독다가구"
"172","경기도 용인시 기흥구 서천동","7**","12m미만","73.00","전세","202504","14","22,000","0","2015","서천동로21번길","-","-","-","","","단독다가구"
"173","경기도 용인시 기흥구 서천동","7**","12m미만","103.26","전세","202504","12","36,000","0","2015","서천동로43번길","202504~202704","갱신","사용","34,600","0","단독다가구"
"174","경기도 용인시 기흥구 서천동","7**","12m미만","49.50","월세","202504","11","6,000","45","2013","서천동로43번길","202505~202605","갱신","-","12,000","0","단독다가구"
"175","경기도 용인시 기흥구 서천동","2**","8m미만","21.25","전세","202504","08","8,000","0","2000","서그내로","202505~202705","신규","-","","","단독다가구"
"176","경기도 용인시 기흥구 서천동","7**","12m미만","73.67","월세","202504","08","2,000","130","2016","서천동로21번길","202507~202707","신규","-","","","단독다가구"
"177","경기도 용인시 기흥구 서천동","7**","12m미만","33.00","전세","202504","05","9,000","0","2015","서천동로21번길","202505~202705","갱신","사용","9,000","0","단독다가구"
"178","경기도 용인시 기흥구 서천동","7**","12m미만","75.39","전세","202504","02","20,000","0","2013","서천동로21번길","202504~202704","갱신","-","20,000","0","단독다가구"
"179","경기도 용인시 기흥구 서천동","3**","8m미만","28.55","전세","202503","31","11,000","0","2016","서그내로53번길","202504~202704","신규","-","","","단독다가구"
"180","경기도 용인시 기흥구 서천동","7**","12m미만","70.43","월세","202503","29","2,000","120","2015","서천동로21번길","202505~202705","신규","-","","","단독다가구"
"181","경기도 용인시 기흥구 서천동","3**","8m미만","57.10","월세","202503","28","12,000","15","2016","서그내로53번길","202505~202705","신규","-","","","단독다가구"
"182","경기도 용인시 기흥구 서천동","2**","8m미만","27.00","월세","202503","26","4,000","45","2016","서그내로53번길","202503~202703","신규","-","","","단독다가구"
"183","경기도 용인시 기흥구 서천동","7**","12m미만","46.20","월세","202503","26","6,000","65","2013","서천동로43번길","202505~202605","신규","-","","","단독다가구"
"184","경기도 용인시 기흥구 서천동","7**","12m미만","73.67","월세","202503","23","18,000","25","2016","서천동로21번길","202503~202703","신규","-","","","단독다가구"
"185","경기도 용인시 기흥구 서천동","2**","25m미만","30.00","월세","202503","21","4,000","35","1996","서그내로","202504~202604","신규","-","","","단독다가구"
"186","경기도 용인시 기흥구 서천동","2**","8m미만","51.00","월세","202503","21","12,000","12","2015","서그내로53번길","-","-","-","","","단독다가구"
"187","경기도 용인시 기흥구 서천동","7**","12m미만","73.67","전세","202503","19","23,000","0","2016","서천동로21번길","202504~202704","신규","-","","","단독다가구"
"188","경기도 용인시 기흥구 서천동","2**","8m미만","195.12","월세","202503","15","30","30","2001","서그내로53번길","202503~202509","신규","-","","","단독다가구"
"189","경기도 용인시 기흥구 서천동","7**","12m미만","78.35","월세","202503","15","2,000","110","2015","서천동로21번길","202503~202703","신규","-","","","단독다가구"
"190","경기도 용인시 기흥구 서천동","7**","12m미만","49.50","월세","202503","15","5,000","50","2013","서천동로43번길","202505~202704","신규","-","","","단독다가구"
"191","경기도 용인시 기흥구 서천동","3**","25m미만","22.00","전세","202503","15","5,000","0","","예현로35번길","202503~202702","갱신","-","5,000","0","단독다가구"
"192","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202503","14","2,000","70","2014","서천서로20번길","202504~202704","신규","-","","","단독다가구"
"193","경기도 용인시 기흥구 서천동","7**","12m미만","24.00","월세","202503","13","4,000","25","2013","서천동로43번길","202503~202603","신규","-","","","단독다가구"
"194","경기도 용인시 기흥구 서천동","7**","12m미만","52.00","전세","202503","12","13,000","0","2014","서천서로12번길","202504~202704","신규","-","","","단독다가구"
"195","경기도 용인시 기흥구 서천동","4**","25m미만","50.00","전세","202503","11","17,000","0","2017","서그내로62번길","202505~202705","신규","-","","","단독다가구"
"196","경기도 용인시 기흥구 서천동","7**","12m미만","49.50","전세","202503","10","13,000","0","","서천동로43번길","202504~202704","갱신","-","8,000","30","단독다가구"
"197","경기도 용인시 기흥구 서천동","7**","12m미만","82.00","월세","202503","06","15,000","40","2015","서천서로12번길","202503~202703","갱신","사용","25,000","10","단독다가구"
"198","경기도 용인시 기흥구 서천동","7**","12m미만","30.00","월세","202503","04","1,000","55","2014","서천동로43번길","202503~202603","신규","-","","","단독다가구"
"199","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202503","04","1,000","72","2015","서천서로12번길","202503~202603","신규","-","","","단독다가구"
"200","경기도 용인시 기흥구 서천동","4**","25m미만","49.50","전세","202503","03","16,500","0","2017","서그내로62번길","202503~202703","신규","-","","","단독다가구"
"201","경기도 용인시 기흥구 서천동","7**","12m미만","70.13","전세","202503","01","18,000","0","2016","서천동로21번길","202504~202704","신규","-","","","단독다가구"
"202","경기도 용인시 기흥구 서천동","7**","12m미만","47.64","전세","202503","01","13,700","0","2015","서천서로12번길","202503~202603","갱신","-","13,100","0","단독다가구"
"203","경기도 용인시 기흥구 서천동","7**","12m미만","29.70","전세","202503","01","8,000","0","2014","서천동로43번길","202504~202701","신규","-","","","단독다가구"
"204","경기도 용인시 기흥구 서천동","2**","8m미만","36.36","전세","202503","01","12,000","0","2016","서그내로53번길","202504~202704","신규","-","","","단독다가구"
"205","경기도 용인시 기흥구 서천동","3**","8m미만","23.78","월세","202503","01","200","30","1996","서그내로62번길","202503~202602","신규","-","","","단독다가구"
"206","경기도 용인시 기흥구 서천동","2**","8m미만","58.00","전세","202502","28","14,000","0","","서그내로16번길","202502~202602","갱신","-","3,000","62","단독다가구"
"207","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202502","28","12,000","25","2014","서천서로12번길","202504~202704","신규","-","","","단독다가구"
"208","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202502","28","12,000","25","2014","서천서로12번길","-","-","-","","","단독다가구"
"209","경기도 용인시 기흥구 서천동","7**","12m미만","26.40","월세","202502","28","1,000","50","2013","서천동로43번길","202503~202603","신규","-","","","단독다가구"
"210","경기도 용인시 기흥구 서천동","7**","12m미만","52.00","전세","202502","28","14,000","0","2013","서천서로20번길","202503~202703","신규","-","","","단독다가구"
"211","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202502","28","11,000","12","2014","서천서로12번길","202505~202705","신규","-","","","단독다가구"
"212","경기도 용인시 기흥구 서천동","7**","12m미만","46.20","월세","202502","27","1,000","75","2013","서천서로12번길","202504~202704","신규","-","","","단독다가구"
"213","경기도 용인시 기흥구 서천동","7**","12m미만","19.20","월세","202502","27","1,000","44","2014","서천동로21번길","202502~202702","신규","-","","","단독다가구"
"214","경기도 용인시 기흥구 서천동","2**","8m미만","22.00","월세","202502","26","500","47","1999","서그내로","202503~202603","갱신","-","500","46","단독다가구"
"215","경기도 용인시 기흥구 서천동","7**","12m미만","44.60","월세","202502","26","1,000","80","2013","서천서로12번길","202503~202703","신규","-","","","단독다가구"
"216","경기도 용인시 기흥구 서천동","2**","8m미만","20.00","월세","202502","26","100","38","1998","서그내로","202502~202602","신규","-","","","단독다가구"
"217","경기도 용인시 기흥구 서천동","7**","12m미만","51.95","전세","202502","26","15,000","0","2014","서천동로43번길","202504~202704","신규","-","","","단독다가구"
"218","경기도 용인시 기흥구 서천동","3**","25m미만","19.44","월세","202502","24","500","49","2019","서그내로62번길","202503~202603","신규","-","","","단독다가구"
"219","경기도 용인시 기흥구 서천동","3**","25m미만","19.44","월세","202502","24","500","50","2019","서그내로62번길","202503~202603","신규","-","","","단독다가구"
"220","경기도 용인시 기흥구 서천동","7**","12m미만","36.30","월세","202502","24","2,000","60","2017","서천동로43번길","202502~202602","신규","-","","","단독다가구"
"221","경기도 용인시 기흥구 서천동","2**","8m미만","20.55","월세","202502","24","1,000","55","1997","서그내로16번길","202504~202602","신규","-","","","단독다가구"
"222","경기도 용인시 기흥구 서천동","7**","12m미만","52.00","월세","202502","23","10,000","9","2013","서천서로20번길","-","-","-","","","단독다가구"
"223","경기도 용인시 기흥구 서천동","2**","25m미만","22.00","월세","202502","22","4,300","50","","서그내로","-","-","-","","","단독다가구"
"224","경기도 용인시 기흥구 서천동","7**","12m미만","29.70","월세","202502","22","1,000","42","2014","서천동로21번길","202502~202702","신규","-","","","단독다가구"
"225","경기도 용인시 기흥구 서천동","3**","8m미만","24.00","전세","202502","21","4,500","0","1997","예현로35번길","-","-","-","","","단독다가구"
"226","경기도 용인시 기흥구 서천동","3**","8m미만","23.10","월세","202502","21","500","41","2001","서그내로","202502~202601","신규","-","","","단독다가구"
"227","경기도 용인시 기흥구 서천동","7**","12m미만","70.00","월세","202502","20","5,000","80","2013","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"228","경기도 용인시 기흥구 서천동","3**","25m미만","25.00","전세","202502","20","6,000","0","1998","서그내로16번길","-","-","-","","","단독다가구"
"229","경기도 용인시 기흥구 서천동","3**","8m미만","22.00","월세","202502","19","300","43","2001","서그내로","202502~202602","신규","-","","","단독다가구"
"230","경기도 용인시 기흥구 서천동","2**","25m미만","16.53","월세","202502","18","100","30","","서그내로16번길","202502~202602","신규","-","","","단독다가구"
"231","경기도 용인시 기흥구 서천동","7**","12m미만","30.00","월세","202502","17","1,000","60","2014","서천서로20번길","202502~202602","신규","-","","","단독다가구"
"232","경기도 용인시 기흥구 서천동","2**","8m미만","58.00","월세","202502","17","5,000","60","","서그내로16번길","202502~202602","신규","-","","","단독다가구"
"233","경기도 용인시 기흥구 서천동","3**","8m미만","22.00","월세","202502","17","300","41","2001","서그내로","202503~202602","신규","-","","","단독다가구"
"234","경기도 용인시 기흥구 서천동","3**","12m미만","37.62","월세","202502","15","2,000","75","2021","서그내로53번길","202502~202602","신규","-","","","단독다가구"
"235","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202502","15","1,000","75","2014","서천동로43번길","202503~202703","신규","-","","","단독다가구"
"236","경기도 용인시 기흥구 서천동","3**","8m미만","33.00","월세","202502","15","1,000","43","1998","서그내로16번길","-","-","-","","","단독다가구"
"237","경기도 용인시 기흥구 서천동","7**","12m미만","36.43","전세","202502","14","11,000","0","2014","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"238","경기도 용인시 기흥구 서천동","2**","8m미만","20.00","월세","202502","14","100","45","","서그내로","202502~202602","갱신","-","100","45","단독다가구"
"239","경기도 용인시 기흥구 서천동","7**","12m미만","21.00","월세","202502","13","500","45","","서천서로12번길","202502~202602","갱신","-","500","44","단독다가구"
"240","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202502","12","500","57","2013","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"241","경기도 용인시 기흥구 서천동","2**","8m미만","26.00","월세","202502","12","300","49","","서그내로","202502~202602","신규","-","","","단독다가구"
"242","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","전세","202502","11","13,000","0","2013","서천서로12번길","-","-","-","","","단독다가구"
"243","경기도 용인시 기흥구 서천동","7**","12m미만","38.37","월세","202502","11","1,000","75","2013","서천동로43번길","202502~202702","신규","-","","","단독다가구"
"244","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202502","11","1,000","58","2013","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"245","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","전세","202502","11","13,000","0","2013","서천서로12번길","202503~202703","신규","-","","","단독다가구"
"246","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","전세","202502","11","12,000","0","2014","서천동로43번길","202502~202702","신규","-","","","단독다가구"
"247","경기도 용인시 기흥구 서천동","3**","8m미만","22.33","월세","202502","10","1,220","5","2003","서그내로16번길","202307~202509","갱신","-","600","9","단독다가구"
"248","경기도 용인시 기흥구 서천동","2**","8m미만","21.00","월세","202502","10","300","43","1997","서그내로","202502~202602","갱신","-","300","45","단독다가구"
"249","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202502","08","1,000","60","2015","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"250","경기도 용인시 기흥구 서천동","3**","25m미만","26.05","월세","202502","08","300","32","1996","서그내로62번길","202502~202602","신규","-","","","단독다가구"
"251","경기도 용인시 기흥구 서천동","7**","12m미만","27.00","월세","202502","07","1,000","50","2014","서천동로43번길","202503~202603","신규","-","","","단독다가구"
"252","경기도 용인시 기흥구 서천동","2**","8m미만","22.00","월세","202502","06","300","45","","서그내로","202502~202602","신규","-","","","단독다가구"
"253","경기도 용인시 기흥구 서천동","3**","8m미만","26.00","월세","202502","05","30","40","1996","예현로35번길","202502~202702","신규","-","","","단독다가구"
"254","경기도 용인시 기흥구 서천동","3**","8m미만","29.75","월세","202502","05","300","43","2001","서그내로","202502~202602","신규","-","","","단독다가구"
"255","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202502","04","1,000","65","2014","서천동로43번길","202502~202602","신규","-","","","단독다가구"
"256","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202502","04","1,000","75","2014","서천서로12번길","202502~202702","신규","-","","","단독다가구"
"257","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202502","04","1,000","65","","서천동로43번길","202502~202602","신규","-","","","단독다가구"
"258","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202502","03","1,000","68","2013","서천서로12번길","202502~202602","신규","-","","","단독다가구"
"259","경기도 용인시 기흥구 서천동","7**","12m미만","100.00","전세","202502","02","22,000","0","2014","서천서로20번길","202503~202703","신규","-","","","단독다가구"
"260","경기도 용인시 기흥구 서천동","2**","8m미만","30.00","월세","202502","01","500","55","1995","서그내로53번길","202502~202602","신규","-","","","단독다가구"
"261","경기도 용인시 기흥구 서천동","7**","12m미만","68.69","월세","202502","01","2,000","110","2016","서천동로21번길","202502~202702","신규","-","","","단독다가구"
"262","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","전세","202501","31","17,000","0","2013","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"263","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202501","27","8,000","12","2014","서천동로43번길","202501~202601","신규","-","","","단독다가구"
"264","경기도 용인시 기흥구 서천동","7**","12m미만","45.02","전세","202501","26","11,500","0","2013","서천동로43번길","202501~202701","갱신","-","11,000","0","단독다가구"
"265","경기도 용인시 기흥구 서천동","7**","12m미만","33.00","월세","202501","24","1,000","60","2014","서천동로43번길","202502~202602","신규","-","","","단독다가구"
"266","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202501","24","2,000","65","2013","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"267","경기도 용인시 기흥구 서천동","2**","8m미만","20.74","월세","202501","24","200","27","2000","서그내로","202501~202601","신규","-","","","단독다가구"
"268","경기도 용인시 기흥구 서천동","7**","12m미만","33.00","월세","202501","23","500","50","2014","서천동로21번길","202501~202601","신규","-","","","단독다가구"
"269","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202501","21","1,000","75","2014","서천서로12번길","-","-","-","","","단독다가구"
"270","경기도 용인시 기흥구 서천동","2**","25m미만","47.88","월세","202501","21","4,000","45","1996","서그내로","202503~202702","신규","-","","","단독다가구"
"271","경기도 용인시 기흥구 서천동","2**","8m미만","25.00","월세","202501","21","500","45","1995","서그내로53번길","202502~202602","신규","-","","","단독다가구"
"272","경기도 용인시 기흥구 서천동","3**","25m미만","25.00","전세","202501","21","6,000","0","1998","서그내로16번길","-","-","-","","","단독다가구"
"273","경기도 용인시 기흥구 서천동","7**","12m미만","19.60","월세","202501","21","500","45","","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"274","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202501","21","1,000","80","2014","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"275","경기도 용인시 기흥구 서천동","3**","8m미만","22.00","월세","202501","20","300","33","2011","서그내로","202503~202602","신규","-","","","단독다가구"
"276","경기도 용인시 기흥구 서천동","3**","25m미만","25.00","전세","202501","20","6,000","0","1998","서그내로16번길","-","-","-","","","단독다가구"
"277","경기도 용인시 기흥구 서천동","2**","8m미만","20.00","월세","202501","19","300","47","1997","서그내로","-","-","-","","","단독다가구"
"278","경기도 용인시 기흥구 서천동","2**","8m미만","20.00","월세","202501","19","300","47","","서그내로","202501~202601","신규","-","","","단독다가구"
"279","경기도 용인시 기흥구 서천동","3**","25m미만","53.25","전세","202501","18","15,000","0","2019","서그내로62번길","202502~202702","신규","-","","","단독다가구"
"280","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202501","18","5,000","40","2014","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"281","경기도 용인시 기흥구 서천동","7**","12m미만","75.84","전세","202501","18","20,580","0","2014","서천동로21번길","202503~202703","신규","-","","","단독다가구"
"282","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","전세","202501","18","16,000","0","2014","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"283","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202501","18","11,000","15","2014","서천동로43번길","202502~202702","갱신","-","11,000","15","단독다가구"
"284","경기도 용인시 기흥구 서천동","3**","8m미만","26.45","월세","202501","17","300","39","2000","서그내로","202502~202602","신규","-","","","단독다가구"
"285","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202501","17","500","75","2013","서천서로12번길","202502~202601","신규","-","","","단독다가구"
"286","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202501","16","3,000","60","2013","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"287","경기도 용인시 기흥구 서천동","7**","12m미만","20.00","월세","202501","16","500","42","2013","서천서로20번길","202502~202602","신규","-","","","단독다가구"
"288","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202501","16","3,000","60","2013","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"289","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202501","15","1,000","73","2014","서천서로12번길","202501~202701","갱신","-","1,000","70","단독다가구"
"290","경기도 용인시 기흥구 서천동","2**","25m미만","30.00","월세","202501","15","2,000","45","","서그내로","202502~202602","신규","-","","","단독다가구"
"291","경기도 용인시 기흥구 서천동","7**","12m미만","29.70","월세","202501","14","5,000","20","2013","서천동로43번길","202502~202708","신규","-","","","단독다가구"
"292","경기도 용인시 기흥구 서천동","4*","8m미만","30.00","월세","202501","14","2,000","50","1996","서그내로53번길","202502~202602","신규","-","","","단독다가구"
"293","경기도 용인시 기흥구 서천동","7**","12m미만","22.00","월세","202501","14","500","47","2015","서천서로12번길","202502~202602","신규","-","","","단독다가구"
"294","경기도 용인시 기흥구 서천동","7**","12m미만","50.00","월세","202501","14","700","83","2014","서천동로43번길","202501~202701","신규","-","","","단독다가구"
"295","경기도 용인시 기흥구 서천동","7**","12m미만","49.50","월세","202501","13","3,000","70","2013","서천동로43번길","202502~202702","신규","-","","","단독다가구"
"296","경기도 용인시 기흥구 서천동","7**","12m미만","52.80","월세","202501","11","1,500","70","2013","서천동로43번길","202501~202701","신규","-","","","단독다가구"
"297","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202501","11","1,000","70","2014","서천서로12번길","202503~202602","갱신","사용","1,000","68","단독다가구"
"298","경기도 용인시 기흥구 서천동","3**","25m미만","25.00","월세","202501","11","500","40","","예현로35번길","202501~202601","신규","-","","","단독다가구"
"299","경기도 용인시 기흥구 서천동","3**","8m미만","21.25","월세","202501","10","300","41","2000","서그내로","202501~202512","신규","-","","","단독다가구"
"300","경기도 용인시 기흥구 서천동","7**","12m미만","52.00","전세","202501","10","16,000","0","2014","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"301","경기도 용인시 기흥구 서천동","7**","12m미만","50.79","전세","202501","10","18,000","0","2013","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"302","경기도 용인시 기흥구 서천동","7**","12m미만","42.90","월세","202501","10","16,000","10","2015","서천동로21번길","202503~202703","신규","-","","","단독다가구"
"303","경기도 용인시 기흥구 서천동","7**","12m미만","36.30","월세","202501","10","2,000","60","2017","서천동로43번길","202501~202601","신규","-","","","단독다가구"
"304","경기도 용인시 기흥구 서천동","7**","12m미만","52.00","전세","202501","10","16,500","0","","서천서로12번길","202502~202702","신규","-","","","단독다가구"
"305","경기도 용인시 기흥구 서천동","2**","8m미만","21.00","월세","202501","10","300","45","1997","서그내로","202502~202602","갱신","-","300","45","단독다가구"
"306","경기도 용인시 기흥구 서천동","3**","8m미만","32.00","월세","202501","09","300","45","1999","서그내로","202501~202601","신규","-","","","단독다가구"
"307","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202501","09","500","64","2013","서천서로12번길","202502~202602","신규","-","","","단독다가구"
"308","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202501","09","1,000","65","2014","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"309","경기도 용인시 기흥구 서천동","3**","12m미만","14.00","전세","202501","09","10,000","0","","예현로35번길","-","-","-","","","단독다가구"
"310","경기도 용인시 기흥구 서천동","7**","12m미만","30.49","전세","202501","09","8,000","0","2014","서천동로43번길","-","-","-","","","단독다가구"
"311","경기도 용인시 기흥구 서천동","7**","12m미만","59.40","월세","202501","08","6,000","55","2014","서천동로43번길","202501~202701","신규","-","","","단독다가구"
"312","경기도 용인시 기흥구 서천동","7**","12m미만","43.00","월세","202501","08","1,500","80","2013","서천동로43번길","-","-","-","","","단독다가구"
"313","경기도 용인시 기흥구 서천동","2**","8m미만","24.00","월세","202501","08","300","40","2000","서그내로","202502~202602","신규","-","","","단독다가구"
"314","경기도 용인시 기흥구 서천동","7**","12m미만","22.00","월세","202501","08","500","45","2014","서천동로43번길","202501~202601","신규","-","","","단독다가구"
"315","경기도 용인시 기흥구 서천동","2**","8m미만","20.00","월세","202501","07","300","46","","서그내로","202501~202601","갱신","-","300","46","단독다가구"
"316","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202501","07","3,000","70","2015","서천동로43번길","202502~202602","신규","-","","","단독다가구"
"317","경기도 용인시 기흥구 서천동","2**","8m미만","54.18","월세","202501","07","7,000","49","2016","서그내로53번길","202502~202602","신규","-","","","단독다가구"
"318","경기도 용인시 기흥구 서천동","7**","12m미만","31.00","월세","202501","07","1,500","45","2014","서천서로12번길","202501~202601","갱신","-","1,500","0","단독다가구"
"319","경기도 용인시 기흥구 서천동","3**","25m미만","25.92","전세","202501","06","6,000","0","1998","서그내로16번길","-","-","-","","","단독다가구"
"320","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","월세","202501","05","1,000","55","2015","서천서로12번길","202502~202602","신규","-","","","단독다가구"
"321","경기도 용인시 기흥구 서천동","3**","25m미만","22.00","월세","202501","04","300","32","1996","서그내로62번길","202502~202602","신규","-","","","단독다가구"
"322","경기도 용인시 기흥구 서천동","7**","12m미만","48.00","전세","202501","04","12,000","0","2014","서천서로20번길","202502~202702","신규","-","","","단독다가구"
"323","경기도 용인시 기흥구 서천동","3**","25m미만","19.80","월세","202501","04","500","40","","예현로35번길","202502~202602","신규","-","","","단독다가구"
"324","경기도 용인시 기흥구 서천동","2**","25m미만","25.00","월세","202501","04","300","35","","서그내로","202502~202602","신규","-","","","단독다가구"
"325","경기도 용인시 기흥구 서천동","7**","12m미만","38.00","월세","202501","04","1,000","65","2014","서천서로12번길","202501~202601","신규","-","","","단독다가구"
"326","경기도 용인시 기흥구 서천동","3**","8m미만","26.45","월세","202501","04","300","39","2000","서그내로","202502~202602","신규","-","","","단독다가구"
"327","경기도 용인시 기흥구 서천동","2**","8m미만","25.00","월세","202501","03","300","55","2000","서그내로","202502~202601","신규","-","","","단독다가구"
"328","경기도 용인시 기흥구 서천동","2**","25m미만","47.88","전세","202501","03","12,000","0","1996","서그내로","202503~202703","신규","-","","","단독다가구"
"329","경기도 용인시 기흥구 서천동","7**","12m미만","29.70","전세","202501","03","8,000","0","2014","서천동로43번길","202502~202702","신규","-","","","단독다가구"
"330","경기도 용인시 기흥구 서천동","2**","25m미만","47.88","전세","202501","03","12,000","0","1996","서그내로","202502~202702","신규","-","","","단독다가구"
"331","경기도 용인시 기흥구 서천동","7**","12m미만","33.00","월세","202501","02","1,000","70","2013","서천동로43번길","202501~202701","신규","-","","","단독다가구"
"332","경기도 용인시 기흥구 서천동","7**","12m미만","30.00","월세","202501","02","1,000","80","2014","서천서로20번길","202502~202601","신규","-","","","단독다가구"
"333","경기도 용인시 기흥구 서천동","7**","12m미만","46.20","월세","202412","30","1,000","74","2014","서천동로43번길","202501~202701","신규","-","","","단독다가구"
"334","경기도 용인시 기흥구 서천동","2**","8m미만","25.00","월세","202412","28","300","50","","서그내로","202501~202601","신규","-","","","단독다가구"
"335","경기도 용인시 기흥구 서천동","3**","25m미만","20.00","월세","202412","28","300","42","1999","서그내로","202502~202602","신규","-","","","단독다가구"
"336","경기도 용인시 기흥구 서천동","2**","8m미만","49.58","월세","202412","28","13,650","3","2015","서그내로53번길","202502~202702","갱신","-","13,650","0","단독다가구"
"337","경기도 용인시 기흥구 서천동","2**","8m미만","42.00","월세","202412","28","2,000","80","2015","서그내로53번길","202502~202702","신규","-","","","단독다가구"
"338","경기도 용인시 기흥구 서천동","7**","12m미만","45.00","월세","202412","27","1,000","70","2013","서천서로20번길","202501~202701","신규","-","","","단독다가구"
"339","경기도 용인시 기흥구 서천동","7**","12m미만","40.00","월세","202412","27","5,000","40","2015","서천동로43번길","202502~202702","신규","-","","","단독다가구"
"340","경기도 용인시 기흥구 서천동","7**","12m미만","83.34","전세","202412","26","21,000","0","2013","서천서로12번길","202501~202701","신규","-","","","단독다가구"
"341","경기도 용인시 기흥구 서천동","7**","12m미만","68.69","전세","202412","25","22,000","0","2016","서천동로21번길","202502~202702","신규","-","","","단독다가구"
"342","경기도 용인시 기흥구 서천동","7**","12m미만","68.69","전세","202412","25","20,500","0","2016","서천동로21번길","202502~202702","신규","-","","","단독다가구"
"343","경기도 용인시 기흥구 서천동","7**","12m미만","58.00","월세","202412","25","1,000","85","2013","서천서로20번길","202501~202701","신규","-","","","단독다가구"
"344","경기도 용인시 기흥구 서천동","2**","25m미만","27.00","월세","202412","25","300","40","1997","서그내로","202502~202602","신규","-","","","단독다가구"
"345","경기도 용인시 기흥구 서천동","7**","12m미만","39.60","월세","202412","24","5,000","45","2014","서천동로21번길","202502~202602","신규","-","","","단독다가구"
"346","경기도 용인시 기흥구 서천동","2**","8m미만","25.00","월세","202412","23","300","55","2000","서그내로","202502~202602","신규","-","","","단독다가구"
